,LINE,PATTERN_ABSTRACT,ROOT,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-S,COMMENTS,STATUS
3331,3332,>a1o2a3,d.m.y,LEXICON,[STEM-PV],>adomaY,>udom,PV_PASS,make_bleed,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3332,3333,1a2~a3,d.m.y,LEXICON,[STEM-PV],dam~aY,dum~,PV_PASS,make_bleed,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3333,3334,1a2a3,d.m.y,LEXICON,[STEM-PV],damiy-a,dum,PV_PASS,bleed,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3334,3335,1a2a3,d.n.>,LEXICON,[STEM-PV],dana>-a,dan,PV,be_vile;be_despicable,pos:verb asp:p vox:a mod:i,,#-a> intrans,,
3335,3336,1a2a3,d.n.>,LEXICON,[STEM-PV],danu&-u,danu&,PV,be_vile;be_despicable,pos:verb asp:p vox:a mod:i,,intrans,,
3336,3337,1a2a3,d.n.>,LEXICON,[STEM-PV],dana>-a,duni},PV_PASS,be_vile;be_despicable,pos:verb asp:p vox:p mod:i,,intrans,,
3337,3338,1a2a3,d.n.>,LEXICON,[STEM-PV],danu&-u,duni},PV_PASS,be_vile;be_despicable,pos:verb asp:p vox:p mod:i,,intrans,,
3338,3339,1a2o3a4,d.n.d.n,LEXICON,[STEM-PV],danodan,danodan,PV,drone;buzz;hum,pos:verb asp:p vox:a mod:i,,#n trans,,
3339,3340,1a2o3a4,d.n.d.n,LEXICON,[STEM-PV],danodan,dunodin,PV_PASS,drone;buzz;hum,pos:verb asp:p vox:p mod:i,,#n intrans,,
3340,3341,>a1o2a3,d.n.f,LEXICON,[STEM-PV],>adonaf,>adonaf,PV,be_seriously_ill,pos:verb asp:p vox:a mod:i,,intrans,,
3341,3342,1a2a3,d.n.f,LEXICON,[STEM-PV],danif-a,danif,PV,be_seriously_ill,pos:verb asp:p vox:a mod:i,,intrans,,
3342,3343,>a1o2a3,d.n.f,LEXICON,[STEM-PV],>adonaf,>udonif,PV_PASS,be_seriously_ill,pos:verb asp:p vox:p mod:i,,intrans,,
3343,3344,1a2a3,d.n.f,LEXICON,[STEM-PV],danif-a,dunif,PV_PASS,be_seriously_ill,pos:verb asp:p vox:p mod:i,,intrans,,
3344,3345,1a2a3,D.n.k,LEXICON,[STEM-PV],Danuk-u,Danuk,PV,be_poor;be_miserable,pos:verb asp:p vox:a mod:i,,intrans,,
3345,3346,1a2a3,D.n.k,LEXICON,[STEM-PV],Danuk-u,Dunik,PV_PASS,be_poor;be_miserable,pos:verb asp:p vox:p mod:i,,intrans,,
3346,3347,1a2a3,D.n.n,LEXICON,[STEM-PV],Dan~-a,Danin,PV,hold_back;economize,pos:verb asp:p vox:a mod:i,c-suff,#n gem trans,,
3347,3348,1a2a3,D.n.n,LEXICON,[STEM-PV],Dan~-a,Dan~,PV,hold_back;economize,pos:verb asp:p vox:a mod:i,v-suff,#n gem trans,,
3348,3349,1a2a3,D.n.n,LEXICON,[STEM-PV],Dan~-a,Dunin,PV_PASS,hold_back;economize,pos:verb asp:p vox:p mod:i,c-suff,#n gem intrans,,
3349,3350,1a2a3,D.n.n,LEXICON,[STEM-PV],Dan~-a,Dun~,PV_PASS,hold_back;economize,pos:verb asp:p vox:p mod:i,v-suff,#n gem intrans,,
3350,3351,1a2~a3,d.n.s,LEXICON,[STEM-PV],dan~as,dan~as,PV,pollute;soil;disgrace;defile,pos:verb asp:p vox:a mod:i,,trans,,
3351,3352,1a2a3,d.n.s,LEXICON,[STEM-PV],danis-a,danis,PV,be_polluted;be_sullied,pos:verb asp:p vox:a mod:i,,intrans,,
3352,3353,ta1a2~3,d.n.s,LEXICON,[STEM-PV],tadan~as,tadan~as,PV,be_polluted;be_soiled;be_disgraced;be_defiled,pos:verb asp:p vox:a mod:i,,intrans,,
3353,3354,1a2~a3,d.n.s,LEXICON,[STEM-PV],dan~as,dun~is,PV_PASS,pollute;soil;disgrace;defile,pos:verb asp:p vox:p mod:i,,intrans,,
3354,3355,1a2a3,d.n.s,LEXICON,[STEM-PV],danis-a,dunis,PV_PASS,be_polluted;be_sullied,pos:verb asp:p vox:p mod:i,,intrans,,
3355,3356,ta1a2~3,d.n.s,LEXICON,[STEM-PV],tadan~as,tudun~is,PV_PASS,be_polluted;be_soiled;be_disgraced;be_defiled,pos:verb asp:p vox:p mod:i,,intrans,,
3356,3357,1a2a3,d.n.w,LEXICON,[STEM-PV],danA-u,dan,PV,approach;draw_near,pos:verb asp:p vox:a mod:i,,#-aw defective trans,,
3357,3358,1a2a3,d.n.w,LEXICON,[STEM-PV],danA-u,dun,PV_PASS,approach;draw_near,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3358,3359,{i1ota2a3,d.n.y,LEXICON,[STEM-PV],{id~anaY,{id~an,PV,be_near;approach,pos:verb asp:p vox:a mod:i,,#-ay defective intrans,,
3359,3360,{isota1o2a3,d.n.y,LEXICON,[STEM-PV],{isotadonaY,{isotadon,PV,reach_out,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
3360,3361,>a1o2a3,d.n.y,LEXICON,[STEM-PV],>adonaY,>adon,PV,be_near;approach,pos:verb asp:p vox:a mod:i,,#-ay defective intrans,,
3361,3362,>a1o2a3,D.n.y,LEXICON,[STEM-PV],>aDonaY,>aDon,PV,become_emaciated;languish,pos:verb asp:p vox:a mod:i,,#-ay defective intrans,,
3362,3363,1a2~a3,d.n.y,LEXICON,[STEM-PV],dan~aY,dan~,PV,move_near;be_base,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
3363,3364,1A2a3,d.n.y,LEXICON,[STEM-PV],dAnaY,dAn,PV,approach;approximate,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
3364,3365,1a2a3,d.n.y,LEXICON,[STEM-PV],daniy-a,dan,PV,be_mean;be_despicable,pos:verb asp:p vox:a mod:i,,#-iy defective intrans,,
3365,3366,1a2a3,D.n.y,LEXICON,[STEM-PV],Daniy-a,Dan,PV,become_emaciated;languish,pos:verb asp:p vox:a mod:i,,#-iy defective intrans,,
3366,3367,ta1a2~3,d.n.y,LEXICON,[STEM-PV],tadan~aY,tadan~,PV,approach_gradually;be_debased,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
3367,3368,ta1A2a3,d.n.y,LEXICON,[STEM-PV],tadAnaY,tadAn,PV,approach;get_closer,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
3368,3369,{i1ota2a3,d.n.y,LEXICON,[STEM-PV],{id~anaY,{ud~un,PV_PASS,be_near;approach,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3369,3370,{isota1o2a3,d.n.y,LEXICON,[STEM-PV],{isotadonaY,{usotudon,PV_PASS,reach_out,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3370,3371,>a1o2a3,d.n.y,LEXICON,[STEM-PV],>adonaY,>udon,PV_PASS,be_near;approach,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3371,3372,>a1o2a3,D.n.y,LEXICON,[STEM-PV],>aDonaY,>uDon,PV_PASS,become_emaciated;languish,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3372,3373,1a2~a3,d.n.y,LEXICON,[STEM-PV],dan~aY,dun~,PV_PASS,move_near;be_base,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3373,3374,1A2a3,d.n.y,LEXICON,[STEM-PV],dAnaY,duwn,PV_PASS,approach;approximate,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3374,3375,1a2a3,d.n.y,LEXICON,[STEM-PV],daniy-a,dun,PV_PASS,be_mean;be_despicable,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3375,3376,1a2a3,D.n.y,LEXICON,[STEM-PV],Daniy-a,Dun,PV_PASS,become_emaciated;languish,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3376,3377,ta1a2~3,d.n.y,LEXICON,[STEM-PV],tadan~aY,tudun~,PV_PASS,approach_gradually;be_debased,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3377,3378,ta1A2a3,d.n.y,LEXICON,[STEM-PV],tadAnaY,tuduwn,PV_PASS,approach;get_closer,pos:verb asp:p vox:p mod:i,,#-iy defective intrans,,
3378,3379,>a1o2a3,d.q.E,LEXICON,[STEM-PV],>adoqaE,>adoqaE,PV,grovel;be_miserable;live_in_poverty,pos:verb asp:p vox:a mod:i,,trans,,
3379,3380,1a2a3,d.q.E,LEXICON,[STEM-PV],daqiE-a,daqiE,PV,grovel;be_miserable;live_in_poverty,pos:verb asp:p vox:a mod:i,,trans,,
3380,3381,>a1o2a3,d.q.E,LEXICON,[STEM-PV],>adoqaE,>udoqiE,PV_PASS,grovel;be_miserable;live_in_poverty,pos:verb asp:p vox:p mod:i,,intrans,,
3381,3382,1a2a3,d.q.E,LEXICON,[STEM-PV],daqiE-a,duqiE,PV_PASS,grovel;be_miserable;live_in_poverty,pos:verb asp:p vox:p mod:i,,intrans,,
3382,3383,{ino1a2a3,d.q.q,LEXICON,[STEM-PV],{inodaq~,{inodaq~,PV,be_broken,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
3383,3384,{ino1a2a3,d.q.q,LEXICON,[STEM-PV],{inodaq~,{inodaqaq,PV,be_broken,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
3384,3385,{isota1o2a3,d.q.q,LEXICON,[STEM-PV],{isotadaq~,{isotadaq~,PV,be_fine;be_thin,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
3385,3386,{isota1o2a3,d.q.q,LEXICON,[STEM-PV],{isotadaq~,{isotadoqaq,PV,be_fine;be_thin,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
3386,3387,>a1o2a3,d.q.q,LEXICON,[STEM-PV],>adaq~,>adoqaq,PV,make_fine;make_precise,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
3387,3388,>a1o2a3,d.q.q,LEXICON,[STEM-PV],>adaq~,>adaq~,PV,make_fine;make_precise,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
3388,3389,1A2a3,d.q.q,LEXICON,[STEM-PV],dAq~,dAq~,PV,deal_scrupulously_with,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
3389,3390,1A2a3,d.q.q,LEXICON,[STEM-PV],dAq~,dAqaq,PV,deal_scrupulously_with,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
3390,3391,1a2a3,d.q.q,LEXICON,[STEM-PV],daq~-i,daq~,PV,be_minute;be_fragile,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
3391,3392,1a2a3,d.q.q,LEXICON,[STEM-PV],daq~-i,daqaq,PV,be_minute;be_fragile,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
3392,3393,1a2a3,d.q.q,LEXICON,[STEM-PV],daq~-u,daq~,PV,knock;strike;throb,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
3393,3394,1a2a3,d.q.q,LEXICON,[STEM-PV],daq~-u,daqaq,PV,knock;strike;throb,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
3394,3395,1a2~a3,d.q.q,LEXICON,[STEM-PV],daq~aq,daq~aq,PV,be_precise;be_exact,pos:verb asp:p vox:a mod:i,,intrans,,
3395,3396,{ino1a2a3,d.q.q,LEXICON,[STEM-PV],{inodaq~,{unoduq~,PV_PASS,be_broken,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
3396,3397,{ino1a2a3,d.q.q,LEXICON,[STEM-PV],{inodaq~,{unoduqiq,PV_PASS,be_broken,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
3397,3398,{isota1o2a3,d.q.q,LEXICON,[STEM-PV],{isotadaq~,{usotudiq~,PV_PASS,be_fine;be_thin,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
3398,3399,{isota1o2a3,d.q.q,LEXICON,[STEM-PV],{isotadaq~,{usotudoqiq,PV_PASS,be_fine;be_thin,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
3399,3400,>a1o2a3,d.q.q,LEXICON,[STEM-PV],>adaq~,>udoqiq,PV_PASS,make_fine;make_precise,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
3400,3401,>a1o2a3,d.q.q,LEXICON,[STEM-PV],>adaq~,>udiq~,PV_PASS,make_fine;make_precise,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
3401,3402,1A2a3,d.q.q,LEXICON,[STEM-PV],dAq~,duwq~,PV_PASS,deal_scrupulously_with,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
3402,3403,1A2a3,d.q.q,LEXICON,[STEM-PV],dAq~,duwqiq,PV_PASS,deal_scrupulously_with,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
3403,3404,1a2a3,d.q.q,LEXICON,[STEM-PV],daq~-i,duq~,PV_PASS,be_minute;be_fragile,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
3404,3405,1a2a3,d.q.q,LEXICON,[STEM-PV],daq~-i,duqiq,PV_PASS,be_minute;be_fragile,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
3405,3406,1a2a3,d.q.q,LEXICON,[STEM-PV],daq~-u,duq~,PV_PASS,knock;strike;throb,pos:verb asp:p vox:p mod:i,v-suff,gem intrans,,
3406,3407,1a2a3,d.q.q,LEXICON,[STEM-PV],daq~-u,duqiq,PV_PASS,knock;strike;throb,pos:verb asp:p vox:p mod:i,c-suff,gem intrans,,
3407,3408,1a2~a3,d.q.q,LEXICON,[STEM-PV],daq~aq,duq~iq,PV_PASS,be_precise;be_exact,pos:verb asp:p vox:p mod:i,,intrans,,
3408,3409,1a2a3,d.r.>,LEXICON,[STEM-PV],dara>-a,dar,PV,reject;avert;ward_off,pos:verb asp:p vox:a mod:i,,#-a> trans,,
3409,3410,ta1A2a3,d.r.>,LEXICON,[STEM-PV],tadAra>,tadAr,PV,contend,pos:verb asp:p vox:a mod:i,,#-a> trans,,
3410,3411,1a2a3,d.r.>,LEXICON,[STEM-PV],dara>-a,duri},PV_PASS,reject;avert;ward_off,pos:verb asp:p vox:p mod:i,,intrans,,
3411,3412,ta1A2a3,d.r.>,LEXICON,[STEM-PV],tadAra>,tuduwri},PV_PASS,contend,pos:verb asp:p vox:p mod:i,,intrans,,
3412,3413,{i1ota2a3,D.r.b,LEXICON,[STEM-PV],{iDoTarab,{iDoTarab,PV,be_disturbed;be_agitated;suffer_disorder,pos:verb asp:p vox:a mod:i,,intrans,,
3413,3414,>a1o2a3,D.r.b,LEXICON,[STEM-PV],>aDorab,>aDorab,PV,halt;refuse;renounce,pos:verb asp:p vox:a mod:i,,trans,,
3414,3415,1a2~a3,d.r.b,LEXICON,[STEM-PV],dar~ab,dar~ab,PV,habituate;give_training;coach,pos:verb asp:p vox:a mod:i,,trans,,
3415,3416,1a2~a3,D.r.b,LEXICON,[STEM-PV],Dar~ab,Dar~ab,PV,quilt;upholster,pos:verb asp:p vox:a mod:i,,trans,,
3416,3417,1A2a3,D.r.b,LEXICON,[STEM-PV],DArab,DArab,PV,compete;speculate,pos:verb asp:p vox:a mod:i,,trans,,
3417,3418,1a2a3,D.r.b,LEXICON,[STEM-PV],Darab,Darab,PV,strike;hit,pos:verb asp:p vox:a mod:i,,trans,,
3418,3419,1a2a3,d.r.b,LEXICON,[STEM-PV],darib-a,darib,PV,be_accustomed;be_trained,pos:verb asp:p vox:a mod:i,,intrans,,
3419,3420,ta1a2~3,d.r.b,LEXICON,[STEM-PV],tadar~ab,tadar~ab,PV,receive_training;be_skilled,pos:verb asp:p vox:a mod:i,,trans,,
3420,3421,ta1A2a3,D.r.b,LEXICON,[STEM-PV],taDArab,taDArab,PV,clash;fight,pos:verb asp:p vox:a mod:i,,trans,,
3421,3422,{i1ota2a3,D.r.b,LEXICON,[STEM-PV],{iDoTarab,{uDoTurib,PV_PASS,be_disturbed;be_agitated;suffer_disorder,pos:verb asp:p vox:p mod:i,,intrans,,
3422,3423,>a1o2a3,D.r.b,LEXICON,[STEM-PV],>aDorab,>uDorib,PV_PASS,halt;refuse;renounce,pos:verb asp:p vox:p mod:i,,intrans,,
3423,3424,1a2~a3,d.r.b,LEXICON,[STEM-PV],dar~ab,dur~ib,PV_PASS,habituate;give_training;coach,pos:verb asp:p vox:p mod:i,,intrans,,
3424,3425,1a2~a3,D.r.b,LEXICON,[STEM-PV],Dar~ab,Dur~ib,PV_PASS,quilt;upholster,pos:verb asp:p vox:p mod:i,,intrans,,
3425,3426,1A2a3,D.r.b,LEXICON,[STEM-PV],DArab,Duwrib,PV_PASS,compete;speculate,pos:verb asp:p vox:p mod:i,,intrans,,
3426,3427,1a2a3,D.r.b,LEXICON,[STEM-PV],Darab,Durib,PV_PASS,strike;hit,pos:verb asp:p vox:p mod:i,,intrans,,
3427,3428,1a2a3,d.r.b,LEXICON,[STEM-PV],darib-a,durib,PV_PASS,be_accustomed;be_trained,pos:verb asp:p vox:p mod:i,,intrans,,
3428,3429,ta1a2~3,d.r.b,LEXICON,[STEM-PV],tadar~ab,tudur~ib,PV_PASS,receive_training;be_skilled,pos:verb asp:p vox:p mod:i,,intrans,,
3429,3430,ta1A2a3,D.r.b,LEXICON,[STEM-PV],taDArab,tuDuwrib,PV_PASS,clash;fight,pos:verb asp:p vox:p mod:i,,intrans,,
3430,3431,1a2o3a4,d.r.b.s,LEXICON,[STEM-PV],darobas,darobas,PV,bolt_shut,pos:verb asp:p vox:a mod:i,,trans,,
3431,3432,1a2o3a4,d.r.b.s,LEXICON,[STEM-PV],darobas,durobis,PV_PASS,bolt_shut,pos:verb asp:p vox:p mod:i,,intrans,,
3432,3433,1a2a3,d.r.d,LEXICON,[STEM-PV],darid-a,darid,PV,be_toothless,pos:verb asp:p vox:a mod:i,,intrans,,
3433,3434,1a2a3,d.r.d,LEXICON,[STEM-PV],darid-a,durid,PV_PASS,be_toothless,pos:verb asp:p vox:p mod:i,,intrans,,
3434,3435,1a2o3a4,d.r.d.$,LEXICON,[STEM-PV],daroda$,daroda$,PV,chat;converse,pos:verb asp:p vox:a mod:i,,trans,,
3435,3436,1a2o3a4,d.r.d.$,LEXICON,[STEM-PV],daroda$,durodi$,PV_PASS,chat;converse,pos:verb asp:p vox:p mod:i,,intrans,,
3436,3437,1a2o3a4,d.r.d.r,LEXICON,[STEM-PV],darodar,darodar,PV,rush;prattle;chatter,pos:verb asp:p vox:a mod:i,,trans,,
3437,3438,1a2o3a4,d.r.d.r,LEXICON,[STEM-PV],darodar,durodir,PV_PASS,rush;prattle;chatter,pos:verb asp:p vox:p mod:i,,intrans,,
3438,3439,{i1ota2a3,d.r.E,LEXICON,[STEM-PV],{id~araE,{id~araE,PV,be_armed;be_equipped,pos:verb asp:p vox:a mod:i,,intrans,,
3439,3440,{i1ota2a3,D.r.E,LEXICON,[STEM-PV],{iDoTaraE,{iDoTaraE,PV,implore;supplicate,pos:verb asp:p vox:a mod:i,,trans,,
3440,3441,1a2~a3,d.r.E,LEXICON,[STEM-PV],dar~aE,dar~aE,PV,arm;equip,pos:verb asp:p vox:a mod:i,,trans,,
3441,3442,1A2a3,D.r.E,LEXICON,[STEM-PV],DAraE,DAraE,PV,resemble,pos:verb asp:p vox:a mod:i,,trans,,
3442,3443,1a2a3,D.r.E,LEXICON,[STEM-PV],DaraE,DaraE,PV,suck;suckle,pos:verb asp:p vox:a mod:i,,trans,,
3443,3444,ta1a2~3,d.r.E,LEXICON,[STEM-PV],tadar~aE,tadar~aE,PV,be_armed;be_equipped,pos:verb asp:p vox:a mod:i,,intrans,,
3444,3445,ta1a2~3,D.r.E,LEXICON,[STEM-PV],taDar~aE,taDar~aE,PV,implore;supplicate,pos:verb asp:p vox:a mod:i,,trans,,
3445,3446,{i1ota2a3,d.r.E,LEXICON,[STEM-PV],{id~araE,{ud~uriE,PV_PASS,be_armed;be_equipped,pos:verb asp:p vox:p mod:i,,intrans,,
3446,3447,{i1ota2a3,D.r.E,LEXICON,[STEM-PV],{iDoTaraE,{uDoTuriE,PV_PASS,implore;supplicate,pos:verb asp:p vox:p mod:i,,intrans,,
3447,3448,1a2~a3,d.r.E,LEXICON,[STEM-PV],dar~aE,dur~iE,PV_PASS,arm;equip,pos:verb asp:p vox:p mod:i,,intrans,,
3448,3449,1A2a3,D.r.E,LEXICON,[STEM-PV],DAraE,DuwriE,PV_PASS,resemble,pos:verb asp:p vox:p mod:i,,intrans,,
3449,3450,1a2a3,D.r.E,LEXICON,[STEM-PV],DaraE,DuriE,PV_PASS,suck;suckle,pos:verb asp:p vox:p mod:i,,intrans,,
3450,3451,ta1a2~3,d.r.E,LEXICON,[STEM-PV],tadar~aE,tudur~iE,PV_PASS,be_armed;be_equipped,pos:verb asp:p vox:p mod:i,,intrans,,
3451,3452,ta1a2~3,D.r.E,LEXICON,[STEM-PV],taDar~aE,tuDur~iE,PV_PASS,implore;supplicate,pos:verb asp:p vox:p mod:i,,intrans,,
3452,3453,1a2o3a4,d.r.f.l,LEXICON,[STEM-PV],darofal,darofal,PV,roll;mill,pos:verb asp:p vox:a mod:i,,trans,,
3453,3454,1a2o3a4,d.r.f.l,LEXICON,[STEM-PV],darofal,durofil,PV_PASS,roll;mill,pos:verb asp:p vox:p mod:i,,intrans,,
3454,3455,{ino1a2a3,d.r.j,LEXICON,[STEM-PV],{inodaraj,{inodaraj,PV,be_inserted;be_classified,pos:verb asp:p vox:a mod:i,,intrans,,
3455,3456,{isota1o2a3,d.r.j,LEXICON,[STEM-PV],{isotadoraj,{isotadoraj,PV,promote;advance_gradually,pos:verb asp:p vox:a mod:i,,trans,,
3456,3457,>a1o2a3,d.r.j,LEXICON,[STEM-PV],>adoraj,>adoraj,PV,insert;include;integrate,pos:verb asp:p vox:a mod:i,,trans,,
3457,3458,1a2~a3,d.r.j,LEXICON,[STEM-PV],dar~aj,dar~aj,PV,categorize;classify;gradate,pos:verb asp:p vox:a mod:i,,trans,,
3458,3459,1a2~a3,D.r.j,LEXICON,[STEM-PV],Dar~aj,Dar~aj,PV,redden;smear_with_red;bloody,pos:verb asp:p vox:a mod:i,,trans,,
3459,3460,1A2a3,d.r.j,LEXICON,[STEM-PV],dAraj,dAraj,PV,keep_up_with,pos:verb asp:p vox:a mod:i,,trans,,
3460,3461,1a2a3,D.r.j,LEXICON,[STEM-PV],Daraj,Daraj,PV,stain;smear,pos:verb asp:p vox:a mod:i,,trans,,
3461,3462,1a2a3,d.r.j,LEXICON,[STEM-PV],daraj-u,daraj,PV,insert;register,pos:verb asp:p vox:a mod:i,,trans,,
3462,3463,ta1a2~3,d.r.j,LEXICON,[STEM-PV],tadar~aj,tadar~aj,PV,progress;be_gradated;advance_gradually,pos:verb asp:p vox:a mod:i,,trans,,
3463,3464,ta1a2~3,D.r.j,LEXICON,[STEM-PV],taDar~aj,taDar~aj,PV,redden;be_red;be_bloody,pos:verb asp:p vox:a mod:i,,trans,,
3464,3465,{ino1a2a3,d.r.j,LEXICON,[STEM-PV],{inodaraj,{unodurij,PV_PASS,be_inserted;be_classified,pos:verb asp:p vox:p mod:i,,intrans,,
3465,3466,{isota1o2a3,d.r.j,LEXICON,[STEM-PV],{isotadoraj,{usotudorij,PV_PASS,promote;advance_gradually,pos:verb asp:p vox:p mod:i,,intrans,,
3466,3467,>a1o2a3,d.r.j,LEXICON,[STEM-PV],>adoraj,>udorij,PV_PASS,insert;include;integrate,pos:verb asp:p vox:p mod:i,,intrans,,
3467,3468,1a2~a3,d.r.j,LEXICON,[STEM-PV],dar~aj,dur~ij,PV_PASS,categorize;classify;gradate,pos:verb asp:p vox:p mod:i,,intrans,,
3468,3469,1a2~a3,D.r.j,LEXICON,[STEM-PV],Dar~aj,Dur~ij,PV_PASS,redden;smear_with_red;bloody,pos:verb asp:p vox:p mod:i,,intrans,,
3469,3470,1A2a3,d.r.j,LEXICON,[STEM-PV],dAraj,duwrij,PV_PASS,keep_up_with,pos:verb asp:p vox:p mod:i,,intrans,,
3470,3471,1a2a3,D.r.j,LEXICON,[STEM-PV],Daraj,Durij,PV_PASS,stain;smear,pos:verb asp:p vox:p mod:i,,intrans,,
3471,3472,1a2a3,d.r.j,LEXICON,[STEM-PV],daraj-u,durij,PV_PASS,insert;register,pos:verb asp:p vox:p mod:i,,intrans,,
3472,3473,ta1a2~3,d.r.j,LEXICON,[STEM-PV],tadar~aj,tudur~ij,PV_PASS,progress;be_gradated;advance_gradually,pos:verb asp:p vox:p mod:i,,intrans,,
3473,3474,ta1a2~3,D.r.j,LEXICON,[STEM-PV],taDar~aj,tuDur~ij,PV_PASS,redden;be_red;be_bloody,pos:verb asp:p vox:p mod:i,,intrans,,
3474,3475,{isota1o2a3,d.r.k,LEXICON,[STEM-PV],{isotadorak,{isotadorak,PV,set_the_record_straight;correct;amend;remedy,pos:verb asp:p vox:a mod:i,,trans,,
3475,3476,>a1o2a3,d.r.k,LEXICON,[STEM-PV],>adorak,>adorak,PV,comprehend;realize;reach;attain,pos:verb asp:p vox:a mod:i,,trans,,
3476,3477,1a2~a3,d.r.k,LEXICON,[STEM-PV],dar~ak,dar~ak,PV,last;continue,pos:verb asp:p vox:a mod:i,,trans,,
3477,3478,1A2a3,d.r.k,LEXICON,[STEM-PV],dArak,dArak,PV,overtake;catch_up_with,pos:verb asp:p vox:a mod:i,,ditrans,,
3478,3479,ta1a2~3,d.r.k,LEXICON,[STEM-PV],tadar~ak,tadar~ak,PV,prepare;be_close_to,pos:verb asp:p vox:a mod:i,,trans,,
3479,3480,ta1A2a3,d.r.k,LEXICON,[STEM-PV],tadArak,tadArak,PV,be_cautious;put_in_order;correct,pos:verb asp:p vox:a mod:i,,intrans,,
3480,3481,{isota1o2a3,d.r.k,LEXICON,[STEM-PV],{isotadorak,{usotudorik,PV_PASS,set_the_record_straight;correct;amend;remedy,pos:verb asp:p vox:p mod:i,,intrans,,
3481,3482,>a1o2a3,d.r.k,LEXICON,[STEM-PV],>adorak,>udorik,PV_PASS,comprehend;realize;reach;attain,pos:verb asp:p vox:p mod:i,,intrans,,
3482,3483,1a2~a3,d.r.k,LEXICON,[STEM-PV],dar~ak,dur~ik,PV_PASS,last;continue,pos:verb asp:p vox:p mod:i,,intrans,,
3483,3484,1A2a3,d.r.k,LEXICON,[STEM-PV],dArak,duwrik,PV_PASS,overtake;catch_up_with,pos:verb asp:p vox:p mod:i,,intrans,,
3484,3485,ta1a2~3,d.r.k,LEXICON,[STEM-PV],tadar~ak,tudur~ik,PV_PASS,prepare;be_close_to,pos:verb asp:p vox:p mod:i,,intrans,,
3485,3486,ta1A2a3,d.r.k,LEXICON,[STEM-PV],tadArak,tuduwrik,PV_PASS,be_cautious;put_in_order;correct,pos:verb asp:p vox:p mod:i,,intrans,,
3486,3487,{i1ota2a3,D.r.m,LEXICON,[STEM-PV],{iDoTaram,{iDoTaram,PV,be_inflamed;flare_up,pos:verb asp:p vox:a mod:i,,intrans,,
3487,3488,>a1o2a3,D.r.m,LEXICON,[STEM-PV],>aDoram,>aDoram,PV,kindle;light,pos:verb asp:p vox:a mod:i,,trans,,
3488,3489,1a2~a3,d.r.m,LEXICON,[STEM-PV],dar~am,dar~am,PV,clip;trim,pos:verb asp:p vox:a mod:i,,trans,,
3489,3490,1a2a3,D.r.m,LEXICON,[STEM-PV],Darim,Darim,PV,be_inflamed;flare_up,pos:verb asp:p vox:a mod:i,,intrans,,
3490,3491,1a2a3,d.r.m,LEXICON,[STEM-PV],darim-a,darim,PV,fall_out,pos:verb asp:p vox:a mod:i,,trans,,
3491,3492,ta1a2~3,D.r.m,LEXICON,[STEM-PV],taDar~am,taDar~am,PV,be_inflamed;flare_up,pos:verb asp:p vox:a mod:i,,intrans,,
