,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-S,COMMENTS,STATUS
3114,3115,>a1o2a3,g.m.m,c+n.c-n.2,>a1a2~,1i2~,LEXICON,[STEM-IV],>agam~,gim~,IV,afflict;distress;be_overcast,pos:verb asp:i vox:a,v-suff,u-# gem trans,,
3115,3116,>a1o2a3,g.m.m,c+n.c-n.2,>a1a2~,1o2i3,LEXICON,[STEM-IV],>agam~,gomim,IV,afflict;distress;be_overcast,pos:verb asp:i vox:a,c-suff,u-# gem trans,,
3116,3117,1a2a3,g.m.m,c+n.c-n.2,1a2~-u,1u2~,LEXICON,[STEM-IV],gam~-u,gum~,IV,hide;cover_up,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
3117,3118,1a2a3,g.m.m,c+n.c-n.2,1a2~-u,1o2u3,LEXICON,[STEM-IV],gam~-u,gomum,IV,hide;cover_up,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
3118,3119,1a2~a3,g.m.m,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gam~am,gam~im,IV,conceal;hide,pos:verb asp:i vox:a,,u-# trans,,
3119,3120,1a2a3,g.m.q,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],gamiq-a,gomaq,IV,be_damp;be_moist,pos:verb asp:i vox:a,,a-# intrans,,
3120,3121,{i1ota2a3,g.m.r,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{igotamar,gotamir,IV,engulf,pos:verb asp:i vox:a,,a-# trans,,
3121,3122,{ino1a2a3,g.m.r,c+n.c+n.c-n,{ino1a2a3,no1a2i3,LEXICON,[STEM-IV],{inogamar,nogamir,IV,be_immersed;plunge,pos:verb asp:i vox:a,,a-# intrans,,
3122,3123,1A2a3,g.m.r,c+n.c+n.c-n,1A2a3,1A2i3,LEXICON,[STEM-IV],gAmar,gAmir,IV,venture;risk;gamble,pos:verb asp:i vox:a,,u-# trans,,
3123,3124,1a2a3,g.m.r,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],gamar-u,gomur,IV,immerse;flood,pos:verb asp:i vox:a,,a-# trans,,
3124,3125,1a2a3,g.m.r,c+n.c+n.c-n,1a2u3-u,1o2u3,LEXICON,[STEM-IV],gamur-u,gomur,IV,be_foolish,pos:verb asp:i vox:a,,a-# intrans,,
3125,3126,{i1ota2a3,g.m.s,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{igotamas,gotamis,IV,be_immersed;be_plunged,pos:verb asp:i vox:a,,a-# intrans,,
3126,3127,{ino1a2a3,g.m.s,c+n.c+n.c-n,{ino1a2a3,no1a2i3,LEXICON,[STEM-IV],{inogamas,nogamis,IV,be_immersed;be_plunged,pos:verb asp:i vox:a,,a-# intrans,,
3127,3128,1a2~a3,g.m.s,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gam~as,gam~is,IV,immerse;plunge,pos:verb asp:i vox:a,,u-# trans,,
3128,3129,1a2a3,g.m.s,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],gamas-i,gomis,IV,immerse;plunge,pos:verb asp:i vox:a,,a-# trans,,
3129,3130,1a2a3,g.m.S,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],gamaS-i,gomiS,IV,disdain;despise,pos:verb asp:i vox:a,,a-# trans,,
3130,3131,1a2a3,g.m.T,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],gamaT-i,gomiT,IV,despise;disdain,pos:verb asp:i vox:a,,a-# trans,,
3131,3132,>a1o2a3,g.m.y,c+n.c+n.y,>a1o2aY,1o2,LEXICON,[STEM-IV],>agomaY,gom,IV,faint;lose_consciousness,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
3132,3133,1a2~a3,g.m.y,c+n.c+n.y,1a2~aY,1a2~,LEXICON,[STEM-IV],gam~aY,gam~,IV,blindfold,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
3133,3134,1a2a3,g.m.y,c+n.c+n.y,1a2aY-i,1o2,LEXICON,[STEM-IV],gamaY-i,gom,IV,cover_with_a_roof,pos:verb asp:i vox:a,,a-# #-iy defective trans,,
3134,3135,{i1ota2a3,g.m.z,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{igotamaz,gotamiz,IV,disparage,pos:verb asp:i vox:a,,a-# trans,,
3135,3136,1a2a3,g.m.z,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],gamaz-i,gomiz,IV,signal;blink,pos:verb asp:i vox:a,,a-# trans,,
3136,3137,ta1A2a3,g.m.z,c+n.c+n.c-n,ta1A2a3,ta1A2a3,LEXICON,[STEM-IV],tagAmaz,tagAmaz,IV,signal_to_each_other;wink_to_each_other,pos:verb asp:i vox:a,,a-# trans,,
3137,3138,ta1a2o3a4,g.n.d.r,c+n.c+n.c+n.c-n,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-IV],taganodar,taganodar,IV,make_faces;play_the_dandy,pos:verb asp:i vox:a,,a-# trans,,
3138,3139,1a2o3a4,g.n.g.r,c+n.c+n.c+n.c-n,1a2o3a4,1a2o3i4,LEXICON,[STEM-IV],ganogar,ganogir,IV,become_gangrenous,pos:verb asp:i vox:a,,u-# trans,,
3139,3140,ta1a2o3a4,g.n.g.r,c+n.c+n.c+n.c-n,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-IV],taganogar,taganogar,IV,become_gangrenous,pos:verb asp:i vox:a,,a-# intrans,,
3140,3141,1a2~a3,g.n.j,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gan~aj,gan~ij,IV,pamper;coddle,pos:verb asp:i vox:a,,u-# trans,,
3141,3142,1a2a3,g.n.j,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],ganij-a,gonaj,IV,flirt;be_coquettish,pos:verb asp:i vox:a,,a-# trans,,
3142,3143,ta1a2~3,g.n.j,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tagan~aj,tagan~aj,IV,flirt;be_coquettish,pos:verb asp:i vox:a,,a-# trans,,
3143,3144,{i1ota2a3,g.n.m,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{igotanam,gotanim,IV,profit_from;seize_(opportunity),pos:verb asp:i vox:a,,a-# trans,,
3144,3145,{isota1o2a3,g.n.m,c+n.c+n.c-n,{isota1o2a3,sota1o2i3,LEXICON,[STEM-IV],{isotagonam,sotagonim,IV,seize;profit,pos:verb asp:i vox:a,,a-# trans,,
3145,3146,>a1o2a3,g.n.m,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>agonam,gonim,IV,bestow,pos:verb asp:i vox:a,,u-# trans,,
3146,3147,1a2~a3,g.n.m,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gan~am,gan~im,IV,bestow,pos:verb asp:i vox:a,,u-# trans,,
3147,3148,1a2a3,g.n.m,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],ganim-a,gonam,IV,capture;plunder,pos:verb asp:i vox:a,,a-# trans,,
3148,3149,>a1o2a3,g.n.n,c+n.n.n,>a1a2~,1i2~,LEXICON,[STEM-IV],>agan~,gin~,IV,buzz;drone,pos:verb asp:i vox:a,v-suff,u-# #n gem trans,,
3149,3150,>a1o2a3,g.n.n,c+n.n.n,>a1a2~,1o2i3,LEXICON,[STEM-IV],>agan~,gonin,IV,buzz;drone,pos:verb asp:i vox:a,c-suff,u-# #n gem trans,,
3150,3151,1a2a3,g.n.n,c+n.n.n,1a2~-a,1a2~,LEXICON,[STEM-IV],gan~-a,gan~,IV,speak_through_the_nose,pos:verb asp:i vox:a,v-suff,a-# #n gem trans,,
3151,3152,1a2a3,g.n.n,c+n.n.n,1a2~-a,1o2a3,LEXICON,[STEM-IV],gan~-a,gonan,IV,speak_through_the_nose,pos:verb asp:i vox:a,c-suff,a-# #n gem trans,,
3152,3153,{i1ota2a3,g.n.y,c+n.c+n.y,{i1ota2aY,1ota2,LEXICON,[STEM-IV],{igotanaY,gotan,IV,become_rich,pos:verb asp:i vox:a,,a-# #-iy defective trans,,
3153,3154,{isota1o2a3,g.n.y,c+n.c+n.y,{isota1o2aY,sota1o2,LEXICON,[STEM-IV],{isotagonaY,sotagon,IV,dispense_with;manage_without,pos:verb asp:i vox:a,,a-# #-iy defective trans,,
3154,3155,>a1o2a3,g.n.y,c+n.c+n.y,>a1o2aY,1o2,LEXICON,[STEM-IV],>agonaY,gon,IV,enrich;satisfy,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
3155,3156,1a2~a3,g.n.y,c+n.c+n.y,1a2~aY,1a2~,LEXICON,[STEM-IV],gan~aY,gan~,IV,sing,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
3156,3157,1a2a3,g.n.y,c+n.c+n.y,1a2i3-a,1o2,LEXICON,[STEM-IV],ganiy-a,gon,IV,become_rich,pos:verb asp:i vox:a,,a-# #-aY defective trans,,
3157,3158,ta1a2~3,g.n.y,c+n.c+n.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-IV],tagan~aY,tagan~,IV,extol;praise,pos:verb asp:i vox:a,,a-# #-aY defective trans,,
3158,3159,1a2a3,g.q.q,c+n.c-n.2,1a2~-i,1i2~,LEXICON,[STEM-IV],gaq~-i,giq~,IV,bubble;boil;gurgle,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
3159,3160,1a2a3,g.q.q,c+n.c-n.2,1a2~-i,1o2i3,LEXICON,[STEM-IV],gaq~-i,goqiq,IV,bubble;boil;gurgle,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
3160,3161,{i1ota2a3,g.r.b,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{igotarab,gotarib,IV,be_estranged;be_alienated;be_an_expatriate,pos:verb asp:i vox:a,,a-# intrans,,
3161,3162,{isota1o2a3,g.r.b,c+n.c+n.c-n,{isota1o2a3,sota1o2i3,LEXICON,[STEM-IV],{isotagorab,sotagorib,IV,wonder_at;find_strange,pos:verb asp:i vox:a,,a-# trans,,
3162,3163,>a1o2a3,g.r.b,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>agorab,gorib,IV,exaggerate,pos:verb asp:i vox:a,,u-# trans,,
3163,3164,1a2~a3,g.r.b,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gar~ab,gar~ib,IV,banish,pos:verb asp:i vox:a,,u-# trans,,
3164,3165,1a2a3,g.r.b,c+n.c+n.c-n,1a2a3-u,1o2u3,LEXICON,[STEM-IV],garab-u,gorub,IV,depart;leave,pos:verb asp:i vox:a,,a-# trans,,
3165,3166,ta1a2~3,g.r.b,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tagar~ab,tagar~ab,IV,emigrate;be_westernized,pos:verb asp:i vox:a,,a-# trans,,
3166,3167,1a2o3a4,g.r.b.l,c+n.c+n.c+n.c-n,1a2o3a4,1a2o3i4,LEXICON,[STEM-IV],garobal,garobil,IV,sift;sieve,pos:verb asp:i vox:a,,u-# trans,,
3167,3168,>a1o2a3,g.r.D,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>agoraD,goriD,IV,attain,pos:verb asp:i vox:a,,u-# trans,,
3168,3169,1a2~a3,g.r.d,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gar~ad,gar~id,IV,twitter;warble,pos:verb asp:i vox:a,,u-# trans,,
3169,3170,1a2a3,g.r.d,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],garid-a,gorad,IV,twitter;warble,pos:verb asp:i vox:a,,a-# trans,,
3170,3171,ta1a2~3,g.r.d,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tagar~ad,tagar~ad,IV,twitter;warble,pos:verb asp:i vox:a,,a-# trans,,
3171,3172,ta1a2~3,g.r.D,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tagar~aD,tagar~aD,IV,be_partial;have_a_bias,pos:verb asp:i vox:a,,a-# intrans,,
3172,3173,{i1ota2a3,g.r.f,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{igotaraf,gotarif,IV,scoop_up,pos:verb asp:i vox:a,,a-# trans,,
3173,3174,1a2a3,g.r.f,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],garaf-i,gorif,IV,scoop_up,pos:verb asp:i vox:a,,a-# trans,,
3174,3175,1a2o3a4,g.r.g.r,c+n.c+n.c+n.c-n,1a2o3a4,1a2o3i4,LEXICON,[STEM-IV],garogar,garogir,IV,gargle;bubble,pos:verb asp:i vox:a,,u-# trans,,
3175,3176,ta1a2o3a4,g.r.g.r,c+n.c+n.c+n.c-n,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-IV],tagarogar,tagarogar,IV,gargle;bubble,pos:verb asp:i vox:a,,a-# trans,,
3176,3177,>a1o2a3,g.r.m,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>agoram,gorim,IV,compel;force,pos:verb asp:i vox:a,,u-# trans,,
3177,3178,1a2~a3,g.r.m,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gar~am,gar~im,IV,impose_a_fine,pos:verb asp:i vox:a,,u-# trans,,
3178,3179,1a2a3,g.r.m,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],garim-a,goram,IV,be_obligated,pos:verb asp:i vox:a,,a-# intrans,,
3179,3180,ta1a2~3,g.r.m,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tagar~am,tagar~am,IV,be_fined,pos:verb asp:i vox:a,,a-# intrans,,
3180,3181,{i1o2awo2a3,g.r.q,c+n.c+n.c-n,{i1o2awo2a3,1o2awo2i3,LEXICON,[STEM-IV],{igoraworaq,goraworiq,IV,be_immersed;be_drowned,pos:verb asp:i vox:a,,a-# intrans,,
3181,3182,{isota1o2a3,g.r.q,c+n.c+n.c-n,{isota1o2a3,sota1o2i3,LEXICON,[STEM-IV],{isotagoraq,sotagoriq,IV,last,pos:verb asp:i vox:a,,a-# trans,,
3182,3183,>a1o2a3,g.r.q,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>agoraq,goriq,IV,submerge;drown;inundate,pos:verb asp:i vox:a,,u-# trans,,
3183,3184,1a2~a3,g.r.q,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gar~aq,gar~iq,IV,submerge;drown;inundate,pos:verb asp:i vox:a,,u-# trans,,
3184,3185,1a2a3,g.r.q,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],gariq-a,goraq,IV,sink;drown;be_submerged,pos:verb asp:i vox:a,,a-# trans,,
3185,3186,ta1a2~3,g.r.q,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tagar~aq,tagar~aq,IV,sink,pos:verb asp:i vox:a,,a-# trans,,
3186,3187,{i1ota2a3,g.r.r,c+n.c-n.2,{i1ota2~,1ota2~,LEXICON,[STEM-IV],{igotar~,gotar~,IV,be_misled,pos:verb asp:i vox:a,v-suff,a-# gem intrans,,
3187,3188,{i1ota2a3,g.r.r,c+n.c-n.2,{i1ota2~,1ota2i3,LEXICON,[STEM-IV],{igotar~,gotarir,IV,be_misled,pos:verb asp:i vox:a,c-suff,a-# gem intrans,,
3188,3189,{isota1o2a3,g.r.r,c+n.c-n.2,{isota1a2~,sota1i2~,LEXICON,[STEM-IV],{isotagar~,sotagir~,IV,surprise,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
3189,3190,{isota1o2a3,g.r.r,c+n.c-n.2,{isota1a2~,sota1o2i3,LEXICON,[STEM-IV],{isotagar~,sotagorir,IV,surprise,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
3190,3191,1a2a3,g.r.r,c+n.c-n.2,1a2~,1u2~,LEXICON,[STEM-IV],gar~,gur~,IV,mislead;delude,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
3191,3192,1a2a3,g.r.r,c+n.c-n.2,1a2~,1o2u3,LEXICON,[STEM-IV],gar~,gorur,IV,mislead;delude,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
3192,3193,1a2~a3,g.r.r,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gar~ar,gar~ir,IV,deceive;endanger,pos:verb asp:i vox:a,,u-# trans,,
3193,3194,{ino1a2a3,g.r.s,c+n.c+n.c-n,{ino1a2a3,no1a2i3,LEXICON,[STEM-IV],{inogaras,nogaris,IV,be_implanted;sink_in,pos:verb asp:i vox:a,,a-# intrans,,
3194,3195,>a1o2a3,g.r.s,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>agoras,goris,IV,implant;plant,pos:verb asp:i vox:a,,u-# trans,,
3195,3196,1a2a3,g.r.s,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],garas-i,goris,IV,implant;plant,pos:verb asp:i vox:a,,a-# trans,,
3196,3197,>a1o2a3,g.r.w,c+n.c+n.w,>a1o2aY,1o2,LEXICON,[STEM-IV],>agoraY,gor,IV,incite;induce;provoke,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
3197,3198,1a2~a3,g.r.w,c+n.c+n.w,1a2~aY,1a2~,LEXICON,[STEM-IV],gar~aY,gar~,IV,glue,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
3198,3199,1a2a3,g.r.w,c+n.c+n.w,1a2A-u,1o2,LEXICON,[STEM-IV],garA-u,gor,IV,glue_together,pos:verb asp:i vox:a,,a-# #-uw defective trans,,
3199,3200,{i1ota2a3,g.r.z,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{igotaraz,gotariz,IV,penetrate;be_inserted,pos:verb asp:i vox:a,,a-# trans,,
3200,3201,{ino1a2a3,g.r.z,c+n.c+n.c-n,{ino1a2a3,no1a2i3,LEXICON,[STEM-IV],{inogaraz,nogariz,IV,penetrate;be_inserted,pos:verb asp:i vox:a,,a-# trans,,
3201,3202,>a1o2a3,g.r.z,c+n.c+n.c-n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>agoraz,goriz,IV,thrust;stick,pos:verb asp:i vox:a,,u-# trans,,
3202,3203,1a2~a3,g.r.z,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gar~az,gar~iz,IV,thrust;stick,pos:verb asp:i vox:a,,u-# trans,,
3203,3204,1a2a3,g.r.z,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],garaz-i,goriz,IV,prick;stab,pos:verb asp:i vox:a,,a-# trans,,
3204,3205,ta1a2~3,g.r.z,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tagar~az,tagar~az,IV,penetrate;be_inserted,pos:verb asp:i vox:a,,a-# trans,,
3205,3206,{i1ota2a3,g.S.b,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{igotaSab,gotaSib,IV,rape;usurp,pos:verb asp:i vox:a,,a-# trans,,
3206,3207,1a2a3,g.S.b,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],gaSab-i,goSib,IV,force;usurp;rape,pos:verb asp:i vox:a,,a-# trans,,
3207,3208,{i1ota2a3,g.s.l,c+n.c+n.c-n,{i1ota2a3,1ota2i3,LEXICON,[STEM-IV],{igotasal,gotasil,IV,wash;bathe,pos:verb asp:i vox:a,,a-# trans,,
3208,3209,1a2~a3,g.s.l,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gas~al,gas~il,IV,wash;clean,pos:verb asp:i vox:a,,u-# trans,,
3209,3210,1a2a3,g.s.l,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],gasal-i,gosil,IV,wash;clean,pos:verb asp:i vox:a,,a-# trans,,
3210,3211,>a1o2a3,g.S.n,c+n.c+n.n,>a1o2a3,1o2i3,LEXICON,[STEM-IV],>agoSan,goSin,IV,branch_out,pos:verb asp:i vox:a,,u-# #n trans,,
3211,3212,1a2~a3,g.S.n,c+n.c+n.n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gaS~an,gaS~in,IV,branch_out,pos:verb asp:i vox:a,,u-# #n trans,,
3212,3213,{i1ota2a3,g.S.S,c+n.c-n.2,{i1ota2~,1ota2~,LEXICON,[STEM-IV],{igotaS~,gotaS~,IV,be_congested;hit_a_snag,pos:verb asp:i vox:a,v-suff,a-# gem intrans,,
3213,3214,{i1ota2a3,g.S.S,c+n.c-n.2,{i1ota2~,1ota2i3,LEXICON,[STEM-IV],{igotaS~,gotaSiS,IV,be_congested;hit_a_snag,pos:verb asp:i vox:a,c-suff,a-# gem intrans,,
3214,3215,>a1o2a3,g.S.S,c+n.c-n.2,>a1a2~,1i2~,LEXICON,[STEM-IV],>agaS~,giS~,IV,suffocate;asphyxiate;drown,pos:verb asp:i vox:a,v-suff,u-# gem trans,,
3215,3216,>a1o2a3,g.S.S,c+n.c-n.2,>a1a2~,1o2i3,LEXICON,[STEM-IV],>agaS~,goSiS,IV,suffocate;asphyxiate;drown,pos:verb asp:i vox:a,c-suff,u-# gem trans,,
3216,3217,1a2a3,g.S.S,c+n.c-n.2,1a2~,1a2~,LEXICON,[STEM-IV],gaS~,gaS~,IV,be_congested;be_crowded,pos:verb asp:i vox:a,v-suff,a-# gem intrans,,
3217,3218,1a2a3,g.S.S,c+n.c-n.2,1a2~,1o2a3,LEXICON,[STEM-IV],gaS~,goSaS,IV,be_congested;be_crowded,pos:verb asp:i vox:a,c-suff,a-# gem intrans,,
3218,3219,1a2a3,g.T.$,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],gaTa$-i,goTi$,IV,become_dark,pos:verb asp:i vox:a,,a-# intrans,,
3219,3220,1a2a3,g.T.$,c+n.c+n.c-n,1a2i3-a,1o2a3,LEXICON,[STEM-IV],gaTi$-a,goTa$,IV,become_dim,pos:verb asp:i vox:a,,a-# intrans,,
3220,3221,ta1a2~3,g.T.$,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tagaT~a$,tagaT~a$,IV,become_dim,pos:verb asp:i vox:a,,a-# intrans,,
3221,3222,1a2o3a4,g.T.r.s,c+n.c+n.c+n.c-n,1a2o3a4,1a2o3i4,LEXICON,[STEM-IV],gaToras,gaToris,IV,be_arrogant,pos:verb asp:i vox:a,,u-# trans,,
3222,3223,ta1a2o3a4,g.T.r.s,c+n.c+n.c+n.c-n,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-IV],tagaToras,tagaToras,IV,be_arrogant,pos:verb asp:i vox:a,,a-# intrans,,
3223,3224,1a2~a3,g.T.s,c+n.c+n.c-n,1a2~a3,1a2~i3,LEXICON,[STEM-IV],gaT~as,gaT~is,IV,immerse;submerse,pos:verb asp:i vox:a,,u-# trans,,
3224,3225,1a2a3,g.T.s,c+n.c+n.c-n,1a2a3-i,1o2i3,LEXICON,[STEM-IV],gaTas-i,goTis,IV,immerse;submerse,pos:verb asp:i vox:a,,a-# trans,,
3225,3226,ta1a2~3,g.T.s,c+n.c+n.c-n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-IV],tagaT~as,tagaT~as,IV,dive;submerse,pos:verb asp:i vox:a,,a-# trans,,
3226,3227,{ino1a2a3,g.T.T,c+n.c-n.2,{ino1a2~,no1a2~,LEXICON,[STEM-IV],{inogaT~,nogaT~,IV,be_immersed;be_dipped;be_plunged,pos:verb asp:i vox:a,v-suff,a-# gem intrans,,
3227,3228,{ino1a2a3,g.T.T,c+n.c-n.2,{ino1a2~,no1a2i3,LEXICON,[STEM-IV],{inogaT~,nogaTiT,IV,be_immersed;be_dipped;be_plunged,pos:verb asp:i vox:a,c-suff,a-# gem intrans,,
3228,3229,>a1o2a3,g.T.T,c+n.c-n.2,>a1a2~,1i2~,LEXICON,[STEM-IV],>agaT~,giT~,IV,immerse;dip;plunge,pos:verb asp:i vox:a,v-suff,u-# gem trans,,
3229,3230,>a1o2a3,g.T.T,c+n.c-n.2,>a1a2~,1o2i3,LEXICON,[STEM-IV],>agaT~,goTiT,IV,immerse;dip;plunge,pos:verb asp:i vox:a,c-suff,u-# gem trans,,
3230,3231,1a2a3,g.t.t,c+n.c-n.2,1a2~-u,1u2~,LEXICON,[STEM-IV],gat~-u,gut~,IV,submerse;immerse,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
3231,3232,1a2a3,g.t.t,c+n.c-n.2,1a2~-u,1o2u3,LEXICON,[STEM-IV],gat~-u,gotut,IV,submerse;immerse,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
3232,3233,1a2a3,g.T.T,c+n.c-n.2,1a2~-u,1u2~,LEXICON,[STEM-IV],gaT~-u,guT~,IV,immerse;dip;plunge,pos:verb asp:i vox:a,v-suff,a-# gem trans,,
3233,3234,1a2a3,g.T.T,c+n.c-n.2,1a2~-u,1o2u3,LEXICON,[STEM-IV],gaT~-u,goTuT,IV,immerse;dip;plunge,pos:verb asp:i vox:a,c-suff,a-# gem trans,,
3234,3235,{i1ota2a3,g.T.y,c+n.c+n.y,{i1ota2aY,1ota2,LEXICON,[STEM-IV],{igotaTaY,gotaT,IV,be_covered,pos:verb asp:i vox:a,,a-# #-iy defective trans,,
3235,3236,1a2~a3,g.T.y,c+n.c+n.y,1a2~aY,1a2~,LEXICON,[STEM-IV],gaT~aY,gaT~,IV,cover;conceal,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
3236,3237,1a2a3,g.T.y,c+n.c+n.y,1a2A-u,1o2,LEXICON,[STEM-IV],gaTA-u,goT,IV,cover,pos:verb asp:i vox:a,,a-# #-uw defective trans,,
3237,3238,ta1a2~3,g.T.y,c+n.c+n.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-IV],tagaT~aY,tagaT~,IV,be_covered,pos:verb asp:i vox:a,,a-# #-aY defective trans,,
3238,3239,1a2a3,g.v.v,c+n.c-n.2,1a2~-i,1i2~,LEXICON,[STEM-IV],gav~-i,giv~,IV,be_thin;fester,pos:verb asp:i vox:a,v-suff,a-# gem intrans,,
3239,3240,1a2a3,g.v.v,c+n.c-n.2,1a2~-i,1o2i3,LEXICON,[STEM-IV],gav~-i,goviv,IV,be_thin;fester,pos:verb asp:i vox:a,c-suff,a-# gem intrans,,
3240,3241,>a1o2a3,g.v.y,c+n.c+n.y,>a1o2aY,1o2,LEXICON,[STEM-IV],>agovaY,gov,IV,nauseate;disgust,pos:verb asp:i vox:a,,u-# #-iy defective trans,,
3241,3242,1a2a3,g.v.y,c+n.c+n.y,1a2aY-i,1o2,LEXICON,[STEM-IV],gavaY-i,gov,IV,be_nauseated;be_disgusted,pos:verb asp:i vox:a,,a-# #-iy defective trans,,
3242,3243,{i1ota2a3,g.w.l,c+n.w.c-n,{i1otA3,1otA3,LEXICON,[STEM-IV],{igotAl,gotAl,IV,assassinate;murder,pos:verb asp:i vox:a,v-suff,a-# hollow trans,,
