,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,#GLOSS_OLD,FEAT,COND-T,COND-S,COMMENTS,STATUS,scratch1,scratch2
1024,1025,{isota1o2a3,>.n.f,>.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota>onaf,{isota>onaf,PV,appeal;resume;start_over,resume;start_over;appeal,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,#n gem trans,
1025,1026,{isota1o2a3,>.n.s,>.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota>onas,{isota>onas,PV,be_domesticated;be_sociable,be_domesticated;be_sociable,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,#t intrans,
1026,1027,{isota1o2a3,>.n.y,>.c+nt.y,{isota1o2aY,{isota1o2,LEXICON,[STEM-PV],{isota>onaY,{isota>on,PV,hesitate;wait,hesitate;wait,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,#t gem intrans,
1027,1028,{isota1o2a3,>.s.d,>.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota>osad,{isota>osad,PV,seize_control,seize_control,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,#t gem trans,
1028,1029,{isota1o2a3,>.S.l,>.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota>oSal,{isota>oSal,PV,extirpate;uproot,uproot;extirpate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,#->ay trans,
1029,1030,{isota1o2a3,>.s.r,>.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota>osar,{isota>osar,PV,surrender,surrender,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,#-A' intrans,
1030,1031,{isota1o2a3,>.t.y,>.c+nt.y,{isota1o2aY,{isota1o2,LEXICON,[STEM-PV],{isota>otaY,{isota>ot,PV,ask_to_come;induce_to_come,ask_to_come;induce_to_come,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,#-aw trans,
1031,1032,{isota1o2a3,>.v.r,>.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota>ovar,{isota>ovar,PV,appropriate;monopolize,monopolize;appropriate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,#-iy intrans,
1032,1033,{isota1o2a3,$.w.r,c+nt.w.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isota$aAr,{isota$ar,PV,consult;seek_the_advice_of,consult;seek_the_advice_of,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,#-iy trans,
1033,1034,{isota1o2a3,$.w.r,c+nt.w.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isota$aAr,{isota$aAr,PV,consult;seek_the_advice_of,consult;seek_the_advice_of,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,ditrans,
1034,1035,{isota1o2a3,$.y.T,c+nt.y.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isota$aAT,{isota$aT,PV,be_enraged;flare_up,flare_up;be_enraged,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,#-A' trans,
1035,1036,{isota1o2a3,$.y.T,c+nt.y.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isota$aAT,{isota$aAT,PV,be_enraged;flare_up,flare_up;be_enraged,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,#n ditrans,
1036,1037,{isota1o2a3,$.f.f,c+nt.c+nt.2,{isota1a2~,{isota1a2~,LEXICON,[STEM-PV],{isota$af~,{isota$af~,PV,perceive;see_through,perceive;see_through,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,#-ay ditrans,
1037,1038,{isota1o2a3,$.f.f,c+nt.c+nt.2,{isota1a2~,{isota1o2a3,LEXICON,[STEM-PV],{isota$af~,{isota$ofaf,PV,perceive;see_through,perceive;see_through,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,#-aw intrans,
1038,1039,{isota1o2a3,$.>.m,c+nt.>.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota$o>am,{isota$o>am,PV,regard_as_an_evil_omen,regard_as_an_evil_omen,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,#-aA trans Frozen,
1039,1040,{isota1o2a3,$.E.r,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota$oEar,{isota$oEar,PV,be_conscious_of;have_a_premonition_of;realize,be_conscious_of;realize;have_a_premonition_of,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,#-aA trans,
1040,1041,{isota1o2a3,$.f.y,c+nt.c+nt.y,{isota1o2aY,{isota1o2,LEXICON,[STEM-PV],{isota$ofaY,{isota$of,PV,hospitalize;seek_medical_treatment,seek_medical_treatment;hospitalize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,intrans Frozen,
1041,1042,{isota1o2a3,$.h.d,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota$ohad,{isota$ohad,PV,quote,quote,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,#n gem ditrans,
1042,1043,{isota1o2a3,$.k.l,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota$okal,{isota$okal,PV,regard_as_dubious,regard_as_dubious,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,#->~ay trans,
1043,1044,{isota1o2a3,$.r.f,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota$oraf,{isota$oraf,PV,observe;scan,observe;scan,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1044,1045,{isota1o2a3,$.r.q,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isota$oraq,{isota$oraq,PV,be_an_Orientalist;study_the_East,study_the_East;be_an_Orientalist,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1045,1046,{isota1o2a3,$.r.y,c+nt.c+nt.y,{isota1o2aY,{isota1o2,LEXICON,[STEM-PV],{isota$oraY,{isota$or,PV,deteriorate,deteriorate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
1046,1047,{i1ota2a3,s.w.>,c+nt.w.',{i1otaA3,{i1ot,LEXICON,[STEM-PV],{isotaA',{isot,PV,be_discontent;be_dissatisfied,be_dissatisfied;be_discontent,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-A' intrans,,,,
1047,1048,{i1ota2a3,S.y.d,c+nt.y.c-nt,{i1oTaA3,{i1oTa3,LEXICON,[STEM-PV],{iSoTaAd,{iSoTad,PV,fish;hunt;trap,hunt;fish;trap,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1048,1049,{i1ota2a3,S.y.d,c+nt.y.c-nt,{i1oTaA3,{i1oTaA3,LEXICON,[STEM-PV],{iSoTaAd,{iSoTaAd,PV,fish;hunt;trap,hunt;fish;trap,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1049,1050,{i1ota2a3,S.y.f,c+nt.y.c-nt,{i1oTaA3,{i1oTa3,LEXICON,[STEM-PV],{iSoTaAf,{iSoTaf,PV,estivate;spend_the_summer,estivate;spend_the_summer,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1050,1051,{i1ota2a3,S.y.f,c+nt.y.c-nt,{i1oTaA3,{i1oTaA3,LEXICON,[STEM-PV],{iSoTaAf,{iSoTaAf,PV,estivate;spend_the_summer,estivate;spend_the_summer,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1051,1052,{i1ota2a3,s.w.m,c+nt.w.c-nt,{i1otaA3,{i1ota3,LEXICON,[STEM-PV],{isotaAm,{isotam,PV,bargain;haggle,bargain;haggle,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1052,1053,{i1ota2a3,s.w.m,c+nt.w.c-nt,{i1otaA3,{i1otaA3,LEXICON,[STEM-PV],{isotaAm,{isotaAm,PV,bargain;haggle,bargain;haggle,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1053,1054,{i1ota2a3,s.w.q,c+nt.w.c-nt,{i1otaA3,{i1ota3,LEXICON,[STEM-PV],{isotaAq,{isotaq,PV,urge_on,urge_on,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1054,1055,{i1ota2a3,s.w.q,c+nt.w.c-nt,{i1otaA3,{i1otaA3,LEXICON,[STEM-PV],{isotaAq,{isotaAq,PV,urge_on,urge_on,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1055,1056,{i1ota2a3,s.b.b,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{isotab~,{isotab~,PV,exchange_insults,exchange_insults,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
1056,1057,{i1ota2a3,s.b.b,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{isotab~,{isotabab,PV,exchange_insults,exchange_insults,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
1057,1058,{isota1o2a3,b.w.H,c+nt.w.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotabaAH,{isotabaH,PV,allow;behave_licentiously;seize,allow;seize;behave_licentiously,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1058,1059,{isota1o2a3,b.w.H,c+nt.w.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotabaAH,{isotabaAH,PV,allow;behave_licentiously;seize,allow;seize;behave_licentiously,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1059,1060,{isota1o2a3,b.w.l,c+nt.w.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotabaAl,{isotabal,PV,make_urinate,make_urinate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1060,1061,{isota1o2a3,b.w.l,c+nt.w.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotabaAl,{isotabaAl,PV,make_urinate,make_urinate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1061,1062,{isota1o2a3,b.y.n,c+nt.y.n,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotabaAn,{isotaban,PV,clarify;explain,clarify;explain,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,#n trans,,,,
1062,1063,{isota1o2a3,b.y.n,c+nt.y.n,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotabaAn,{isotabaAn,PV,clarify;explain,clarify;explain,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,#n trans,,,,
1063,1064,{isota1o2a3,b.d.d,c+nt.c+nt.2,{isota1a2~,{isota1a2~,LEXICON,[STEM-PV],{isotabad~,{isotabad~,PV,monopolize;tyrannize,tyrannize;monopolize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
1064,1065,{isota1o2a3,b.d.d,c+nt.c+nt.2,{isota1a2~,{isota1o2a3,LEXICON,[STEM-PV],{isotabad~,{isotabodad,PV,monopolize;tyrannize,tyrannize;monopolize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
1065,1066,{i1ota2a3,S.b.g,c+nt.c+nt.c-nt,{i1oTa2a3,{i1oTa2a3,LEXICON,[STEM-PV],{iSoTabag,{iSoTabag,PV,be_colored;be_dyed;be_tinted,be_colored;be_tinted;be_dyed,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
1066,1067,{i1ota2a3,s.b.q,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{isotabaq,{isotabaq,PV,compete;hasten;hurry;push_forward;race,hasten;hurry;push_forward;compete;race,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1067,1068,{i1ota2a3,S.b.r,c+nt.c+nt.c-nt,{i1oTa2a3,{i1oTa2a3,LEXICON,[STEM-PV],{iSoTabar,{iSoTabar,PV,be_patient;endure,be_patient;endure,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
1068,1069,{i1ota2a3,s.b.y,c+nt.c+nt.y,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{isotabaY,{isotab,PV,captivate;capture,capture;captivate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
1069,1070,{isota1o2a3,b.$.E,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotabo$aE,{isotabo$aE,PV,consider_ugly,consider_ugly,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1070,1071,{isota1o2a3,b.$.r,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotabo$ar,{isotabo$ar,PV,rejoice;welcome,rejoice;welcome,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1071,1072,{isota1o2a3,b.d.E,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotabodaE,{isotabodaE,PV,find_extraordinary;find_strange,find_extraordinary;find_strange,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1072,1073,{isota1o2a3,b.D.E,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaboDaE,{isotaboDaE,PV,do_business;trade,trade;do_business,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1073,1074,{isota1o2a3,b.d.l,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotabodal,{isotabodal,PV,replace;substitute,replace;substitute,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1074,1075,{isota1o2a3,b.E.d,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaboEad,{isotaboEad,PV,reject;rule_out,rule_out;reject,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1075,1076,{isota1o2a3,b.h.m,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaboham,{isotaboham,PV,be_obscure,be_obscure,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
1076,1077,{isota1o2a3,b.H.r,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaboHar,{isotaboHar,PV,delve_into;expand,delve_into;expand,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1077,1078,{isota1o2a3,b.k.y,c+nt.c+nt.y,{isota1o2aY,{isota1o2,LEXICON,[STEM-PV],{isotabokaY,{isotabok,PV,make_cry,make_cry,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
1078,1079,{isota1o2a3,b.l.h,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotabolah,{isotabolah,PV,deem_stupid,deem_stupid,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1079,1080,{isota1o2a3,b.q.y,c+nt.c+nt.y,{isota1o2aY,{isota1o2,LEXICON,[STEM-PV],{isotaboqaY,{isotaboq,PV,maintain;preserve;retain,maintain;retain;preserve,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
1080,1081,{isota1o2a3,b.r.>,c+nt.c+nt.>,{isota1o2a3,{isota1o2,LEXICON,[STEM-PV],{isotabora>,{isotabor,PV,be_emancipated;restore_to_health,restore_to_health;be_emancipated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-a> trans,,,,
1081,1082,{isota1o2a3,b.r.k,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaborak,{isotaborak,PV,be_blessed,be_blessed,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
1082,1083,{isota1o2a3,b.s.l,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotabosal,{isotabosal,PV,be_courageous,be_courageous,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
1083,1084,{isota1o2a3,b.S.r,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaboSar,{isotaboSar,PV,be_rational;reflect,be_rational;reflect,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
1084,1085,{isota1o2a3,b.T.>,c+nt.c+nt.>,{isota1o2a3,{isota1o2,LEXICON,[STEM-PV],{isotaboTa>,{isotaboT,PV,find_slow;keep_waiting,find_slow;keep_waiting,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-a> trans,,,,
1085,1086,{isota1o2a3,b.T.n,c+nt.c+nt.n,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaboTan,{isotaboTan,PV,delve;penetrate,delve;penetrate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
1086,1087,{isota1o2a3,b.y.n,c+nt.y.n,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaboyan,{isotaboyan,PV,canvass;poll,poll;canvass,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
1087,1088,{isota1o2a3,D.w.>,c+nt.w.',{isota1aA3,{isota1,LEXICON,[STEM-PV],{isotaDaA',{isotaD,PV,be_lit;become_clear,be_lit;become_clear,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-A' intrans,,,,
1088,1089,{isota1o2a3,D.y.f,c+nt.y.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotaDaAf,{isotaDaf,PV,host;invite,host;invite,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1089,1090,{isota1o2a3,D.y.f,c+nt.y.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotaDaAf,{isotaDaAf,PV,host;invite,host;invite,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1090,1091,{isota1o2a3,d.w.m,c+nt.w.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotadaAm,{isotadam,PV,continue;make_last,make_last;continue,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1091,1092,{isota1o2a3,d.w.m,c+nt.w.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotadaAm,{isotadaAm,PV,continue;make_last,make_last;continue,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1092,1093,{isota1o2a3,D.y.m,c+nt.y.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotaDaAm,{isotaDam,PV,injure;treat_unjustly,treat_unjustly;injure,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1093,1094,{isota1o2a3,D.y.m,c+nt.y.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotaDaAm,{isotaDaAm,PV,injure;treat_unjustly,treat_unjustly;injure,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1094,1095,{isota1o2a3,d.y.n,c+nt.y.n,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotadaAn,{isotadan,PV,borrow,borrow,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,#n trans,,,,
1095,1096,{isota1o2a3,d.y.n,c+nt.y.n,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotadaAn,{isotadaAn,PV,borrow,borrow,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,#n trans,,,,
1096,1097,{isota1o2a3,d.w.r,c+nt.w.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotadaAr,{isotadar,PV,encircle;turn_around,turn_around;encircle,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1097,1098,{isota1o2a3,d.w.r,c+nt.w.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotadaAr,{isotadaAr,PV,encircle;turn_around,turn_around;encircle,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1098,1099,{isota1o2a3,d.l.l,c+nt.c+nt.2,{isota1a2~,{isota1a2~,LEXICON,[STEM-PV],{isotadal~,{isotadal~,PV,conclude;infer,infer;conclude,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
1099,1100,{isota1o2a3,d.l.l,c+nt.c+nt.2,{isota1a2~,{isota1o2a3,LEXICON,[STEM-PV],{isotadal~,{isotadolal,PV,conclude;infer,infer;conclude,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
1100,1101,{i1ota2a3,S.d.m,c+nt.c+nt.c-nt,{i1oTa2a3,{i1oTa2a3,LEXICON,[STEM-PV],{iSoTadam,{iSoTadam,PV,collide;crash,collide;crash,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1101,1102,{isota1o2a3,d.q.q,c+nt.c+nt.2,{isota1a2~,{isota1a2~,LEXICON,[STEM-PV],{isotadaq~,{isotadaq~,PV,be_fine;be_thin,be_fine;be_thin,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem intrans,,,,
1102,1103,{isota1o2a3,d.q.q,c+nt.c+nt.2,{isota1a2~,{isota1o2a3,LEXICON,[STEM-PV],{isotadaq~,{isotadoqaq,PV,be_fine;be_thin,be_fine;be_thin,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem intrans,,,,
1103,1104,{isota1o2a3,d.r.r,c+nt.c+nt.2,{isota1a2~,{isota1a2~,LEXICON,[STEM-PV],{isotadar~,{isotadar~,PV,be_abundant;stream,stream;be_abundant,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
1104,1105,{isota1o2a3,d.r.r,c+nt.c+nt.2,{isota1a2~,{isota1o2a3,LEXICON,[STEM-PV],{isotadar~,{isotadorar,PV,be_abundant;stream,stream;be_abundant,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
1105,1106,{isota1o2a3,d.b.r,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotadobar,{isotadobar,PV,turn_the_back,turn_the_back,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1106,1107,{isota1o2a3,D.E.f,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaDoEaf,{isotaDoEaf,PV,despise;oppress,despise;oppress,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1107,1108,{isota1o2a3,d.E.y,c+nt.c+nt.y,{isota1o2aY,{isota1o2,LEXICON,[STEM-PV],{isotadoEaY,{isotadoE,PV,call;invoke;summon,summon;invoke;call,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
1108,1109,{isota1o2a3,d.f.>,c+nt.c+nt.>,{isota1o2a3,{isota1o2,LEXICON,[STEM-PV],{isotadofa>,{isotadof,PV,be_warmed,be_warmed,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-a> intrans,,,,
1109,1110,{isota1o2a3,d.f.E,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotadofaE,{isotadofaE,PV,try_to_ward_off,try_to_ward_off,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1110,1111,{isota1o2a3,D.H.k,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaDoHak,{isotaDoHak,PV,make_laugh,make_laugh,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1111,1112,{isota1o2a3,D.l.E,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotaDolaE,{isotaDolaE,PV,be_proficient,be_proficient,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
1112,1113,{isota1o2a3,d.n.y,c+nt.c+nt.y,{isota1o2aY,{isota1o2,LEXICON,[STEM-PV],{isotadonaY,{isotadon,PV,reach_out,reach_out,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
1113,1114,{isota1o2a3,d.r.j,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotadoraj,{isotadoraj,PV,advance_gradually;promote,promote;advance_gradually,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1114,1115,{isota1o2a3,d.r.k,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotadorak,{isotadorak,PV,amend;correct;remedy;set_the_record_straight,set_the_record_straight;correct;amend;remedy,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
1115,1116,{isota1o2a3,E.w.*,c+nt.w.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotaEaA*,{isotaEa*,PV,seek_protection;take_refuge,take_refuge;seek_protection,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1116,1117,{isota1o2a3,E.w.*,c+nt.w.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotaEaA*,{isotaEaA*,PV,seek_protection;take_refuge,take_refuge;seek_protection,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1117,1118,{isota1o2a3,E.w.d,c+nt.w.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotaEaAd,{isotaEad,PV,reclaim;recover;regain,recover;regain;reclaim,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1118,1119,{isota1o2a3,E.w.d,c+nt.w.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotaEaAd,{isotaEaAd,PV,reclaim;recover;regain,recover;regain;reclaim,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
1119,1120,{isota1o2a3,E.w.D,c+nt.w.c-nt,{isota1aA3,{isota1a3,LEXICON,[STEM-PV],{isotaEaAD,{isotaEaD,PV,be_compensated;exchange;substitute,exchange;substitute;be_compensated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
1120,1121,{isota1o2a3,E.w.D,c+nt.w.c-nt,{isota1aA3,{isota1aA3,LEXICON,[STEM-PV],{isotaEaAD,{isotaEaAD,PV,be_compensated;exchange;substitute,exchange;substitute;be_compensated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
