ID,lemma,pos,lemmatizedGloss,Arabic Lemma,,ROOT,Len,ROOT-#,AMBIG SET
9025,OanoOaY_2,noun,farther/farthest_away;more/most_distant;farthest_away;most_remote,أَنْأَى,3,نءي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
8086,tanACaY_1,verb,move_apart;be_separated;be_distant,تَناءَى,3,نءي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
5614,tanAQiy_1,noun,remoteness;great_distance,تَنائِي,3,نءي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
4028,munAwaOap_1,noun,resistance;opposition;insubordination,مُناوَأَة,3,نوء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
7640,munAwiQ_1,noun,opponent;antagonist,مُناوِئ,3,نوء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
7639,munAwiQ_2,adj,resisting;opposing,مُناوِئ,3,نوء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
9853,nAC-u_1,verb,weigh_heavily;bear_with_difficulty;be_oppressed,ناء-ُ,3,نوء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
317,nAwaO_1,verb,resist;oppose;compete_with;contend_with,ناوَأ,3,نوء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
6536,nawoC_1,noun,storm;hurricane,نَوْء,3,نوء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
10652,OanAC_1,verb,weigh_down;crush,أَناء,3,نوء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
8494,nawawiy~_2,adj,by/from_al-Nawawi_(1233-1277),نَوَوِيّ,3,نوو,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
11859,LinotawaY_1,verb,intend;consider;be_intended;be_considered,ٱِنْتَوَى,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
7641,munAwiy_1,adj,hostile;unfriendly,مُناوِي,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
9255,nawAp_1,noun,nucleus;core,نَواة,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
9254,nawAp_2,noun,fruit_pit,نَواة,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
8493,nawawiy~_1,adj,nuclear;atomic;nucleic,نَوَوِيّ,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
8492,nawawiy~_2,noun_prop,Nawawi,نَوَوِيّ,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
10859,nawaY_1,noun,distance;destination,نَوَى,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
10860,nAwaY_1,verb,be_hostile_to;fall_out_with,ناوَى,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
13864,nawaY-i_1,verb,intend;consider;be_intended;be_considered,نَوَى-ِ,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
6650,niy~ap_1,noun,intention;purpose;desire,نِيَّة,3,نوي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
8457,nAC-i_1,verb,be_raw;be_uncooked,ناء-ِ,3,نيء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
9283,nayoC_1,noun,raw_state;uncooked_state,نَيْء,3,نيء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
736,nuyuwC_1,noun,raw_state;uncooked_state,نُيُوء,3,نيء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
737,nuyuwCap_1,noun,raw_state;uncooked_state,نُيُوءَة,3,نيء,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
13447,nay~_1,noun,fat,نَيّ,3,نيي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
9301,niy~_1,adj,raw;uncooked,نِيّ,3,نيي,3,ن##,نءي|نوء|نوو|نوي|نيء|نيي
20956,IimAEap_1,noun,melting;liquefaction,إِماعَة,3,ميع,3,م#ع,ميع
15577,LinomAE_1,verb,be_melted;be_dissolved,ٱِنْماع,3,ميع,3,م#ع,ميع
24589,mAE-i_1,verb,dissolve;melt;be_indulgent,ماع-ِ,3,ميع,3,م#ع,ميع
27856,mAQiE_1,noun,fluid;liquid,مائِع,3,ميع,3,م#ع,ميع
27953,mAQiE_1,adj,variable;changing;fluid,مائِع,3,ميع,3,م#ع,ميع
24231,may~aE_1,verb,soften;attenuate;liquify,مَيَّع,3,ميع,3,م#ع,ميع
25176,mayoE_1,noun,flowing;fluidity,مَيْع,3,ميع,3,م#ع,ميع
18668,mayoEap_1,noun,storax;prime;indulgence,مَيْعَة,3,ميع,3,م#ع,ميع
9414,muyuwEap_1,noun,liquid_state;softness;flaccidity,مُيُوعَة,3,ميع,3,م#ع,ميع
25252,OamAE_1,verb,melt;liquify;be_melted;be_liquified,أَماع,3,ميع,3,م#ع,ميع
20140,tamay~aE_1,verb,be_melted;be_dissolved,تَمَيَّع,3,ميع,3,م#ع,ميع
15169,tamay~uE_1,noun,liquefaction,تَمَيُّع,3,ميع,3,م#ع,ميع
17575,tamoyiyE_1,noun,melting;liquefaction,تَمْيِيع,3,ميع,3,م#ع,ميع
24586,mAT-i_1,verb,remove;pull_away;draw_back,ماط-ِ,3,ميط,3,م#ط,ميط
25203,mayoT_1,noun,removing;pulling_away;drawing_back,مَيْط,3,ميط,3,م#ط,ميط
25315,OamAT_1,verb,remove;pull_away;draw_back;be_removed;be_pulled_away;be_drawn_back,أَماط,3,ميط,3,م#ط,ميط
23937,mAs_1,noun,diamond,ماس,3,ميس,3,م#س,ميس
24518,mAs-i_1,verb,swagger,ماس-ِ,3,ميس,3,م#س,ميس
15981,mAsiy~_1,adj,diamond,ماسِيّ,3,ميس,3,م#س,ميس
20284,may~As_1,noun,swaggering,مَيّاس,3,ميس,3,م#س,ميس
13223,mayasAn_1,noun,swaggering,مَيَسان,3,ميس,3,م#س,ميس
25130,mayos_1,noun,swagger,مَيْس,3,ميس,3,م#س,ميس
20764,miys_1,noun,target,مِيس,3,ميس,3,م#س,ميس
6838,muwsAwiy~_1,noun_prop,Moussaoui,مُوساوِيّ,3,ميس,3,م#س,ميس
6837,muwsawiy~_1,noun_prop,Moussaoui,مُوسَوِيّ,3,ميس,3,م#س,ميس
6840,muwsawiy~_2,adj,Mosaic;Moses,مُوسَوِيّ,3,ميس,3,م#س,ميس
10521,muwsaY_1,noun_prop,Mousa;Moussa,مُوسَى,3,ميس,3,م#س,ميس
10520,muwsaY_2,noun_prop,Moses,مُوسَى,3,ميس,3,م#س,ميس
10522,muwsaY_3,noun,straight_razor,مُوسَى,3,ميس,3,م#س,ميس
24565,mAd-i_1,verb,shake;totter;sway,ماد-ِ,3,ميد,3,م#د,ميد
27897,mAQid_1,noun,seasick;sea-sick,مائِد,3,ميد,3,م#د,ميد
17815,mAQidap_1,noun,table,مائِدَة,3,ميد,3,م#د,ميد
25194,mayod_1,noun,shaking;tottering;swaying,مَيْد,3,ميد,3,م#د,ميد
12392,mayodAn_1,noun,square,مَيْدان,3,ميد,3,م#د,ميد
12395,mayodAn_2,noun,field;domain;arena,مَيْدان,3,ميد,3,م#د,ميد
10399,mayodAniy~_1,adj,field;in_the_military_field;militarily,مَيْدانِيّ,3,ميد,3,م#د,ميد
6662,miydAC_1,noun,measure;amount;length,مِيداء,3,ميد,3,م#د,ميد
6661,miydAC_2,noun,in_front_of;facing,مِيداء,3,ميد,3,م#د,ميد
19708,miydap_1,noun,lintel;breastsummer_(arch.),مِيدَة,3,ميد,3,م#د,ميد
14809,tamAyad_1,verb,sway_back_and_forth,تَمايَد,3,ميد,3,م#د,ميد
24542,mAH-i_1,verb,strut;waddle,ماح-ِ,3,ميح,3,م#ح,ميح
25178,mayoH_1,noun,strutting;waddling,مَيْح,3,ميح,3,م#ح,ميح
12070,mayoHuwHap_1,noun,strutting;waddling,مَيْحُوحَة,3,ميح,3,م#ح,ميح
20117,tamay~aH_1,verb,stagger;swing,تَمَيَّح,3,ميح,3,م#ح,ميح
14803,tamAyaH_1,verb,stagger;swing,تَمايَح,3,ميح,3,م#ح,ميح
267,mAh-w_1,verb,mix;have_abundant_water,ماه-و,3,موه,3,م#ه,موه
26187,maw~ah_1,verb,have_abundant_water;add_water;dilute,مَوَّه,3,موه,3,م#ه,موه
25284,OamAh_1,verb,add_water;make_wet;be_added_(water);be_made_wet,أَماه,3,موه,3,م#ه,موه
22945,tamowiyh_1,noun,pretending;falsification,تَمْوِيه,3,موه,3,م#ه,موه
22895,tamowiyh_2,noun,camouflage,تَمْوِيه,3,موه,3,م#ه,موه
22914,tamowiyh_3,noun,coating;attire,تَمْوِيه,3,موه,3,م#ه,موه
14305,tamowiyhiy~_1,adj,fake;false,تَمْوِيهِيّ,3,موه,3,م#ه,موه
12183,muwm_1,noun,wax,مُوم,3,موم,3,م#م,موم|ميم
6810,muwmiyap_1,noun,bitumen,مُومِيَة,3,موم,3,م#م,موم|ميم
6809,muwmiyap_2,noun,mummy,مُومِيَة,3,موم,3,م#م,موم|ميم
3950,miym_1,noun,mim_(Arabic_letter),مِيم,3,ميم,3,م#م,موم|ميم
20643,LisotamAl_1,verb,get_rich;acquire_wealth,ٱِسْتَمال,3,مول,3,م#ل,مول|ميل
23974,mAl_1,noun,money;capital;fund;asset,مال,3,مول,3,م#ل,مول|ميل
15995,mAliy~_1,adj,financial;monetary,مالِيّ,3,مول,3,م#ل,مول|ميل
19926,maw~Al_1,noun,financier,مَوّال,3,مول,3,م#ل,مول|ميل
26180,maw~al_1,verb,finance;fund;back_financially,مَوَّل,3,مول,3,م#ل,مول|ميل
19927,maw~Al_2,noun,love_song,مَوّال,3,مول,3,م#ل,مول|ميل
6686,mumaw~al_1,adj,financed;funded,مُمَوَّل,3,مول,3,م#ل,مول|ميل
6687,mumaw~il_1,adj,financier;financial_backer,مُمَوِّل,3,مول,3,م#ل,مول|ميل
6688,mumaw~il_1,noun,financier;financial_backer,مُمَوِّل,3,مول,3,م#ل,مول|ميل
8688,mutamaw~il_1,adj,financier;underwriter;funding_source,مُتَمَوِّل,3,مول,3,م#ل,مول|ميل
8689,mutamaw~il_1,noun,financier;underwriter;funding_source,مُتَمَوِّل,3,مول,3,م#ل,مول|ميل
23009,tamaw~al_1,verb,be_financed;be_funded,تَمَوَّل,3,مول,3,م#ل,مول|ميل
22952,tamowiyl_1,noun,financing;funding;backing,تَمْوِيل,3,مول,3,م#ل,مول|ميل
14315,tamowiyliy~_1,adj,financing;funding;backing,تَمْوِيلِيّ,3,مول,3,م#ل,مول|ميل
20939,IimAlap_1,noun,leaning;tilting,إِمالَة,3,ميل,3,م#ل,مول|ميل
3544,Lisotamal_1,verb,gouge,ٱِسْتَمَل,3,ميل,3,م#ل,مول|ميل
20692,LisotamAl_2,verb,make_incline;attract;gain_the_affection_of,ٱِسْتَمال,3,ميل,3,م#ل,مول|ميل
16289,LisotimAlap_1,noun,making_incline;attracting;gaining_the_affection_of,ٱِسْتِمالَة,3,ميل,3,م#ل,مول|ميل
24599,mAl-i_1,verb,lean;bend;incline;tend_(to);be_partial;sympathize,مال-ِ,3,ميل,3,م#ل,مول|ميل
27944,mAQil_1,adj,inclined;leaning;tilted,مائِل,3,ميل,3,م#ل,مول|ميل
27884,mAQil_2,adj,biased;partial,مائِل,3,ميل,3,م#ل,مول|ميل
27825,mAQil_3,adj,italic,مائِل,3,ميل,3,م#ل,مول|ميل
20311,may~Al_1,noun,leaning;in_favor;biased,مَيّال,3,ميل,3,م#ل,مول|ميل
24186,may~al_1,verb,incline;tilt,مَيَّل,3,ميل,3,م#ل,مول|ميل
25198,mayol_1,noun,inclination;tendency;sympathy,مَيْل,3,ميل,3,م#ل,مول|ميل
20754,miyl_1,noun,mile,مِيل,3,ميل,3,م#ل,مول|ميل
25249,OamAl_2,verb,incline;tilt;be_inclined;be_tilted,أَمال,3,ميل,3,م#ل,مول|ميل
17384,Oamoyal_1,adj_comp,more/most_inclined;more/most_in_favor,أَمْيَل,3,ميل,3,م#ل,مول|ميل
20112,tamay~al_1,verb,sway;swing,تَمَيَّل,3,ميل,3,م#ل,مول|ميل
14802,tamAyal_1,verb,sway;swing,تَمايَل,3,ميل,3,م#ل,مول|ميل
11593,tamAyul_1,noun,swaying;staggering,تَمايُل,3,ميل,3,م#ل,مول|ميل
13090,muwsiyqiy~_1,adj,musical,مُوسِيقِيّ,4,موسق,4,م#سق,موسق
13089,muwsiyqiy~_2,adj,musician,مُوسِيقِيّ,4,موسق,4,م#سق,موسق
705,muwsiyqiy~ap_1,noun,musicality,مُوسِيقِيَّة,4,موسق,4,م#سق,موسق
25931,mawoz_1,noun,banana,مَوْز,3,موز,3,م#ز,موز|ميز
16718,mawoziy~_1,adj,banana,مَوْزِيّ,3,موز,3,م#ز,موز|ميز
19594,mAzap_1,noun,appetizer;entree,مازَة,3,موز,3,م#ز,موز|ميز
18461,LimotAz_1,verb,be_distinguished;excel;surpass,ٱِمْتاز,3,ميز,3,م#ز,موز|ميز
15738,LimotiyAz_1,noun,distinction;excellence,ٱِمْتِياز,3,ميز,3,م#ز,موز|ميز
15724,LimotiyAz_2,noun,privilege,ٱِمْتِياز,3,ميز,3,م#ز,موز|ميز
15734,LimotiyAz_3,noun,concession;favor,ٱِمْتِياز,3,ميز,3,م#ز,موز|ميز
24242,may~az_1,verb,distinguish;differentiate;discriminate,مَيَّز,3,ميز,3,م#ز,موز|ميز
25153,mayoz_1,noun,distinction,مَيْز,3,ميز,3,م#ز,موز|ميز
24572,mAz-i_1,verb,separate;distinguish,ماز-ِ,3,ميز,3,م#ز,موز|ميز
19712,miyzap_1,noun,distinguishing_feature;characteristic;advantage,مِيزَة,3,ميز,3,م#ز,موز|ميز
547,mumay~az_1,adj,distinguished;special,مُمَيَّز,3,ميز,3,م#ز,موز|ميز
6689,mumay~iz_1,adj,discriminating;discerning,مُمَيِّز,3,ميز,3,م#ز,موز|ميز
6690,mumay~iz_1,noun,discriminating;discerning,مُمَيِّز,3,ميز,3,م#ز,موز|ميز
548,mumay~izap_1,noun,distinguishing_feature;characteristic;advantage,مُمَيِّزَة,3,ميز,3,م#ز,موز|ميز
6700,mumotAz_1,adj,excellent;superior;first-rate,مُمْتاز,3,ميز,3,م#ز,موز|ميز
6699,mumotAz_2,adj,privileged;favored,مُمْتاز,3,ميز,3,م#ز,موز|ميز
663,mutamay~iz_1,adj,distinguished;outstanding;prominent,مُتَمَيِّز,3,ميز,3,م#ز,موز|ميز
25291,OamAz_1,verb,distinguish;prefer;be_distinguished;be_preferred,أَماز,3,ميز,3,م#ز,موز|ميز
17360,Oamoyaz_1,noun,preferable,أَمْيَز,3,ميز,3,م#ز,موز|ميز
20144,tamay~az_1,verb,be_distinguished;stand_out,تَمَيَّز,3,ميز,3,م#ز,موز|ميز
20138,tamay~az_2,verb,discern;distinguish,تَمَيَّز,3,ميز,3,م#ز,موز|ميز
15182,tamay~uz_1,noun,standing_out;being_distinguished;excellence;distinction,تَمَيُّز,3,ميز,3,م#ز,موز|ميز
14812,tamAyaz_1,verb,be_distinguished,تَمايَز,3,ميز,3,م#ز,موز|ميز
151,tamAyuz_1,noun,standing_out;being_distinctive,تَمايُز,3,ميز,3,م#ز,موز|ميز
17595,tamoyiyz_1,noun,distinction;differentiation;discrimination;segregation,تَمْيِيز,3,ميز,3,م#ز,موز|ميز
6479,tamoyiyziy~_1,adj,prosecutor,تَمْيِيزِيّ,3,ميز,3,م#ز,موز|ميز
6480,tamoyiyziy~_1,noun,prosecutor,تَمْيِيزِيّ,3,ميز,3,م#ز,موز|ميز
9409,muwriynap_1,noun,wooden_beam,مُورِينَة,4,مورن,4,م#رن,مورن
26568,mAr-u_1,verb,move_from_side_to_side,مار-ُ,3,مور,3,م#ر,مور|مير
19918,maw~Ar_1,noun,pendulum,مَوّار,3,مور,3,م#ر,مور|مير
23012,tamaw~ar_1,verb,move_from_side_to_side,تَمَوَّر,3,مور,3,م#ر,مور|مير
16484,tamaw~ur_1,noun,swinging_motion;oscillation;back_and_forth,تَمَوُّر,3,مور,3,م#ر,مور|مير
24563,mAr-i_1,verb,provide_for;support,مار-ِ,3,مير,3,م#ر,مور|مير
20312,may~Ar_1,noun,purveyor;supplier;caterer,مَيّار,3,مير,3,م#ر,مور|مير
25190,mayor_1,noun,providing_for;supporting,مَيْر,3,مير,3,م#ر,مور|مير
19698,miyrap_1,noun,provision;supply,مِيرَة,3,مير,3,م#ر,مور|مير
25244,OamAr_1,verb,provide_for;support;be_supported,أَمار,3,مير,3,م#ر,مور|مير
13516,muwdiyl_1,noun,model;pattern,مُودِيل,4,مودل,4,م#دل,مودل
26591,mAj-u_1,verb,surge;swell;be_agitated,ماج-ُ,3,موج,3,م#ج,موج
27950,mAQij_1,adj,surging;swelling;stormy,مائِج,3,موج,3,م#ج,موج
19929,maw~Aj_1,adj,undulating,مَوّاج,3,موج,3,م#ج,موج
19930,maw~Aj_1,noun,undulating,مَوّاج,3,موج,3,م#ج,موج
26079,maw~aj_1,verb,ripple,مَوَّج,3,موج,3,م#ج,موج
13436,maw~Ajap_1,noun,transmitter,مَوّاجَة,3,موج,3,م#ج,موج
25937,mawoj_1,noun,wave,مَوْج,3,موج,3,م#ج,موج
6529,mawojap_1,noun,wave,مَوْجَة,3,موج,3,م#ج,موج
330,mawojiy~_1,adj,wave,مَوْجِيّ,3,موج,3,م#ج,موج
6685,mumaw~aj_1,adj,undulated;wavy,مُمَوَّج,3,موج,3,م#ج,موج
8687,mutamaw~ij_1,adj,undulating;waving;wavelike,مُتَمَوِّج,3,موج,3,م#ج,موج
662,mutamAwij_1,adj,fluctuating;undulating,مُتَماوِج,3,موج,3,م#ج,موج
23018,tamaw~aj_1,verb,surge;swell;be_agitated,تَمَوَّج,3,موج,3,م#ج,موج
16482,tamaw~uj_1,noun,oscillation;undulation;vibration,تَمَوُّج,3,موج,3,م#ج,موج
16507,tamAwaj_1,verb,fluctuate;undulate;swell,تَماوَج,3,موج,3,م#ج,موج
22919,tamowiyj_1,noun,undulating;waving,تَمْوِيج,3,موج,3,م#ج,موج
20960,IimAtap_1,noun,mortification;killing,إِماتَة,3,موت,3,م#ت,موت|ميت
3542,LisotamAt_1,verb,defy_death;make_a_desperate_effort,ٱِسْتَمات,3,موت,3,م#ت,موت|ميت
3543,LisotimAtap_1,noun,defiance_of_death;desperate_effort,ٱِسْتِماتَة,3,موت,3,م#ت,موت|ميت
28,mamAt_1,noun,death;place_of_death,مَمات,3,موت,3,م#ت,موت|ميت
27860,mAQit_1,adj,moribund;mortal,مائِت,3,موت,3,م#ت,موت|ميت
26528,mAt-u_1,verb,die;pass_away,مات-ُ,3,موت,3,م#ت,موت|ميت
26075,maw~at_1,verb,kill,مَوَّت,3,موت,3,م#ت,موت|ميت
17660,mawAt_1,noun,inanimate;uncultivated,مَوات,3,موت,3,م#ت,موت|ميت
25935,mawot_1,noun,death,مَوْت,3,موت,3,م#ت,موت|ميت
10879,mawotAn_1,noun,dying;epidemic,مَوْتان,3,موت,3,م#ت,موت|ميت
19674,miytap_1,noun,death,مِيتَة,3,موت,3,م#ت,موت|ميت
546,mumAt_1,adj,obsolete;antiquated,مُمات,3,موت,3,م#ت,موت|ميت
549,mumiyt_1,adj,fatal;lethal;mortal,مُمِيت,3,موت,3,م#ت,موت|ميت
657,musotamiyt_1,adj,death-defying;martyr,مُسْتَمِيت,3,موت,3,م#ت,موت|ميت
25254,OamAt_1,verb,mortify;kill;be_killed;be_suppressed,أَمات,3,موت,3,م#ت,موت|ميت
6942,tamAwat_1,verb,feign_death;pretend_to_be_dead,تَماوَت,3,موت,3,م#ت,موت|ميت
17538,may~it_1,noun,dead;lifeless,مَيِّت,3,ميت,3,م#ت,موت|ميت
18666,mayotap_1,noun,corpse;non-kosher_meat,مَيْتَة,3,ميت,3,م#ت,موت|ميت
14555,mahA_1,noun_prop,Maha,مَها,3,مهو,3,مه#,مهو
16081,mahAp_1,noun,wild_cow,مَهاة,3,مهو,3,مه#,مهو
18754,mahaY_1,noun_prop,Maha,مَهَى,3,مهو,3,مه#,مهو
29735,LimotihAn_1,noun,humiliation;contempt,ٱِمْتِهان,3,مهن,3,مهن,مهن
33285,mAhan_1,verb,practice,ماهَن,3,مهن,3,مهن,مهن
147,mahAyiniy~_1,noun_prop,Mahayni;Mahaini,مَهايِنِيّ,3,مهن,3,مهن,مهن
24986,mihonap_1,noun,vocation;profession;occupation,مِهْنَة,3,مهن,3,مهن,مهن
21869,mihoniy~_1,adj,professional;vocational;occupational,مِهْنِيّ,3,مهن,3,مهن,مهن
21857,mihoniy~_2,adj,professionally_active,مِهْنِيّ,3,مهن,3,مهن,مهن
7538,mahomA_1,conj_sub,"Often,_frequently,_oftentimes,_many_times,_many_a_time,_repeatedly,_continually,_constantly",مَهْما,2,مهم,3,مهم,مهم
7537,mahomA_2,pron_rel,whatever,مَهْما,2,مهم,3,مهم,مهم
31059,IimohAl_1,noun,grant_of_respite;granting_a_delay,إِمْهال,3,مهل,3,مهل,مهل
18860,IimohAliy~_1,adj,delaying;dilatory,إِمْهالِيّ,3,مهل,3,مهل,مهل
29267,Lisotamohal_1,verb,ask_for_a_respite;ask_to_wait,ٱِسْتَمْهَل,3,مهل,3,مهل,مهل
39349,mah~al_1,verb,grant_a_delay;grant_a_respite,مَهَّل,3,مهل,3,مهل,مهل
33562,mahal-a_1,verb,be_slow,مَهَل-َ,3,مهل,3,مهل,مهل
42174,mahol_1,noun,slowness;slow_down!;slowly;leisurely,مَهْل,3,مهل,3,مهل,مهل
19361,muhayolap_1,noun,large_boat,مُهَيْلَة,3,مهل,3,مهل,مهل
33208,muholap_1,noun,delay;respite;extension,مُهْلَة,3,مهل,3,مهل,مهل
13264,mutamah~il_1,noun,slow;leisurely,مُتَمَهِّل,3,مهل,3,مهل,مهل
8681,mutamAhil_1,noun,unhurried;slow,مُتَماهِل,3,مهل,3,مهل,مهل
40294,Oamohal_1,verb,grant_a_delay;grant_a_respite;be_granted_a_delay;be_granted_a_respite,أَمْهَل,3,مهل,3,مهل,مهل
37700,tamah~al_1,verb,be_slow;go_slowly,تَمَهَّل,3,مهل,3,مهل,مهل
32364,tamah~ul_1,noun,slowness;gradualness,تَمَهُّل,3,مهل,3,مهل,مهل
32158,tamAhal_1,verb,be_slow;proceed_slowly,تَماهَل,3,مهل,3,مهل,مهل
37170,mahak_1,verb,grind;crush,مَهَك,3,مهك,3,مهك,مهك
35623,mahokap_1,noun,freshness_of_youth;prime_of_youth,مَهْكَة,3,مهك,3,مهك,مهك
37080,mahaq_1,noun,albinism,مَهَق,3,مهق,3,مهق,مهق
39481,Oamohaq_1,noun,albino,أَمْهَق,3,مهق,3,مهق,مهق
33404,mAhar_1,verb,vie_in_skill_with,ماهَر,3,مهر,3,مهر,مهر
13784,mahar-ua_1,verb,be_skilled;be_adept,مَهَر-َُ,3,مهر,3,مهر,مهر
31721,mahArap_1,noun,skill;proficiency;crafts,مَهارَة,3,مهر,3,مهر,مهر
40532,mAhir_1,noun_prop,Maher;Mahir,ماهِر,3,مهر,3,مهر,مهر
40865,mAhir_2,adj,skilful;proficient,ماهِر,3,مهر,3,مهر,مهر
41295,mahor_1,noun,dowry,مَهْر,3,مهر,3,مهر,مهر
13406,mamohuwr_1,adj,sealed;stamped,مَمْهُور,3,مهر,3,مهر,مهر
21617,muhayoriy~_1,noun_prop,Muhairi,مُهَيْرِيّ,3,مهر,3,مهر,مهر
29544,muhor_1,noun,foal;colt,مُهْر,3,مهر,3,مهر,مهر
29569,muhor_2,noun,signet;seal,مُهْر,3,مهر,3,مهر,مهر
33030,muhorap_1,noun,filly,مُهْرَة,3,مهر,3,مهر,مهر
39904,Oamohar_1,verb,pay_a_dowry;be_paid_a_dowry,أَمْهَر,3,مهر,3,مهر,مهر
39273,mah~ad_1,verb,pave;prepare;facilitate,مَهَّد,3,مهد,3,مهد,مهد
41282,mahod_1,noun,cradle,مَهْد,3,مهد,3,مهد,مهد
32649,mihAd_1,noun,resting_place;bosom,مِهاد,3,مهد,3,مهد,مهد
11293,mumah~ad_1,adj,prepared;cleared;paved,مُمَهَّد,3,مهد,3,مهد,مهد
543,mumAhad_1,adj,paved;made_ready;improved,مُماهَد,3,مهد,3,مهد,مهد
37957,tamah~ad_1,verb,be_prepared;be_cleared;be_facilitated,تَمَهَّد,3,مهد,3,مهد,مهد
36932,tamohiyd_1,noun,preparation;facilitating;paving;in_preparation_(for);paving_the_way_(for);in_order_to_facilitate,تَمْهِيد,3,مهد,3,مهد,مهد
23098,tamohiydiy~_1,adj,preparatory;preliminary,تَمْهِيدِيّ,3,مهد,3,مهد,مهد
33181,muhojap_1,noun,lifeblood;soul;core,مُهْجَة,3,مهج,3,مهج,مهج
25734,manA-u_1,verb,afflict;put_to_the_test,مَنا-ُ,3,منو,3,من#,منو|مني
16098,manAp_1,noun_prop,Manat_(pre-Islamic_goddess),مَناة,3,منو,3,من#,منو|مني
18755,manaY_1,noun,fate,مَنَى,3,منو,3,من#,منو|مني
12409,minaY_1,noun_prop,Mina_(valley_near_Mecca),مِنَى,3,منو,3,من#,منو|مني
11313,munaY_1,noun_prop,Mouna;Muna,مُنَى,3,منو,3,من#,منو|مني
17006,taman~iy_1,noun,wish;hope;desire,تَمَنِّي,3,منو,3,من#,منو|مني
20993,IimonAC_1,noun,ejaculation,إِمْناء,3,مني,3,من#,منو|مني
18883,LisotamonaY_1,verb,masturbate,ٱِسْتَمْنَى,3,مني,3,من#,منو|مني
15749,LisotimonAC_1,noun,masturbation,ٱِسْتِمْناء,3,مني,3,من#,منو|مني
24307,man~aY_1,verb,arouse;raise_hopes;be_heartened;be_given_hope,مَنَّى,3,مني,3,من#,منو|مني
21159,manaY-i_1,verb,afflict;put_to_the_test;be_afflicted;be_put_to_the_test,مَنَى-ِ,3,مني,3,من#,منو|مني
19268,maniy~ap_1,noun,destiny;fate;death,مَنِيَّة,3,مني,3,من#,منو|مني
13251,munoyap_1,noun,wish;desire,مُنْيَة,3,مني,3,من#,منو|مني
660,mutaman~iy_1,noun,wishing;desiring,مُتَمَنِّي,3,مني,3,من#,منو|مني
4332,OamAniy_1,noun_prop,Amani,أَمانِي,3,مني,3,من#,منو|مني
10243,Oumoniy~ap_1,noun,wish;desire;aspiration;wishful_thinking,أُمْنِيَّة,3,مني,3,من#,منو|مني
23629,taman~aY_1,verb,desire;wish_for;hope,تَمَنَّى,3,مني,3,من#,منو|مني
19770,tamoniyap_1,noun,ejaculation,تَمْنِيَة,3,مني,3,من#,منو|مني
31942,minoh_1,noun_prop,"Minh_(in_""Ho_Chi_Minh"")",مِنْه,3,منه,3,منه,منه
1424,EabodAlman~An_1,noun_prop,Abdel_Mannan,عَبْدالمَنّان,3,منن,3,منن,منن
1621,EabodAlmaniyn_1,noun_prop,Abdel_Maneen,عَبْدالمَنِين,3,منن,3,منن,منن
22348,Limotan~_1,verb,be_grateful,ٱِمْتَنّ,3,منن,3,منن,منن
17062,LimotinAn_1,noun,gratefulness,ٱِمْتِنان,3,منن,3,منن,منن
11179,mamonuwn_1,adj,grateful;appreciative,مَمْنُون,3,منن,3,منن,منن
36,mamonuwniy~ap_1,noun,gratefulness,مَمْنُونِيَّة,3,منن,3,منن,منن
31283,man~_1,noun,grace;favor;mann_(weight_measure),مَنّ,3,منن,3,منن,منن
29365,man~-u_1,verb,bestow;grant,مَنّ-ُ,3,منن,3,منن,منن
23903,man~An_1,adj,generous;munificent;benefactor,مَنّان,3,منن,3,منن,منن
23824,man~An_2,noun_prop,Mannan,مَنّان,3,منن,3,منن,منن
15084,manuwn_1,noun,fate;destiny,مَنُون,3,منن,3,منن,منن
22026,min~ap_1,noun,grace;favor,مِنَّة,3,منن,3,منن,منن
