,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-S,COMMENTS,STATUS
2614,2615,ta1A2a3,f.j.>,c+nt.c+nt.>,ta1A2a3,ta1A2,LEXICON,[STEM-PV],tafAja>,tafAj,PV,be_surprised,pos:verb asp:p vox:a mod:i,,#-a> trans,,
2615,2616,>a1o2a3,f.j.E,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>afojaE,>afojaE,PV,torment;distress,pos:verb asp:p vox:a mod:i,,trans,,
2616,2617,1a2~a3,f.j.E,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],faj~aE,faj~aE,PV,torment;distress,pos:verb asp:p vox:a mod:i,,trans,,
2617,2618,1a2a3,f.j.E,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],fajaE-a,fajaE,PV,afflict;distress,pos:verb asp:p vox:a mod:i,,trans,,
2618,2619,ta1a2~3,f.j.E,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafaj~aE,tafaj~aE,PV,be_tormented;be_distressed,pos:verb asp:p vox:a mod:i,,intrans,,
2619,2620,ta1a2o3a4,f.j.E.n,c+nt.c+nt.c+nt.n,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],tafajoEan,tafajoEan,PV,be_gluttonous,pos:verb asp:p vox:a mod:i,,#n intrans,,
2620,2621,>a1o2a3,f.j.j,c+nt.c+nt.2,>a1a2~,>a1o2a3,LEXICON,[STEM-PV],>afaj~,>afojaj,PV,hurry;hasten,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
2621,2622,>a1o2a3,f.j.j,c+nt.c+nt.2,>a1a2~,>a1a2~,LEXICON,[STEM-PV],>afaj~,>afaj~,PV,hurry;hasten,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
2622,2623,1a2a3,f.j.j,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],faj~-u,faj~,PV,straddle,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
2623,2624,1a2a3,f.j.j,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],faj~-u,fajaj,PV,straddle,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
2624,2625,{ino1a2a3,f.j.r,c+nt.c+nt.c-nt,{ino1a2a3,{ino1a2a3,LEXICON,[STEM-PV],{inofajar,{inofajar,PV,explode;erupt,pos:verb asp:p vox:a mod:i,,trans,,
2625,2626,1a2~a3,f.j.r,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],faj~ar,faj~ar,PV,blow_up;detonate;explode,pos:verb asp:p vox:a mod:i,,trans,,
2626,2627,1a2a3,f.j.r,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],fajar-u,fajar,PV,live_immorally;break_ground,pos:verb asp:p vox:a mod:i,,trans,,
2627,2628,ta1a2~3,f.j.r,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafaj~ar,tafaj~ar,PV,explode;erupt,pos:verb asp:p vox:a mod:i,,trans,,
2628,2629,1a2a3,f.j.w,c+nt.c+nt.w,1a2A-u,1a2,LEXICON,[STEM-PV],fajA-u,faj,PV,open,pos:verb asp:p vox:a mod:i,,#-aw defective trans,,
2629,2630,{ino1a2a3,f.k.$,c+nt.c+nt.c-nt,{ino1a2a3,{ino1a2a3,LEXICON,[STEM-PV],{inofaka$,{inofaka$,PV,be_sprained,pos:verb asp:p vox:a mod:i,,intrans,,
2630,2631,1a2a3,f.k.$,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],faka$-u,faka$,PV,sprain,pos:verb asp:p vox:a mod:i,,trans,,
2631,2632,1a2~a3,f.k.h,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fak~ah,fak~ah,PV,entertain,pos:verb asp:p vox:a mod:i,,trans,,
2632,2633,1A2a3,f.k.h,c+nt.c+nt.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],fAkah,fAkah,PV,joke_with;banter_with,pos:verb asp:p vox:a mod:i,,trans,,
2633,2634,1a2a3,f.k.h,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],fakih-a,fakih,PV,be_humorous;be_facetious,pos:verb asp:p vox:a mod:i,,intrans,,
2634,2635,ta1a2~3,f.k.h,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafak~ah,tafak~ah,PV,be_amused,pos:verb asp:p vox:a mod:i,,intrans,,
2635,2636,{i1ota2a3,f.k.k,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{ifotak~,{ifotak~,PV,dissolve;separate,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
2636,2637,{i1ota2a3,f.k.k,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{ifotak~,{ifotakak,PV,dissolve;separate,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
2637,2638,{ino1a2a3,f.k.k,c+nt.c+nt.2,{ino1a2~,{ino1a2~,LEXICON,[STEM-PV],{inofak~,{inofak~,PV,be_separated;be_extricated;be_disengaged,pos:verb asp:p vox:a mod:i,v-suff,gem intrans,,
2638,2639,{ino1a2a3,f.k.k,c+nt.c+nt.2,{ino1a2~,{ino1a2a3,LEXICON,[STEM-PV],{inofak~,{inofakak,PV,be_separated;be_extricated;be_disengaged,pos:verb asp:p vox:a mod:i,c-suff,gem intrans,,
2639,2640,1a2a3,f.k.k,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],fak~-u,fak~,PV,separate;dismantle;detach;disengage,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
2640,2641,1a2a3,f.k.k,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],fak~-u,fakak,PV,separate;dismantle;detach;disengage,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
2641,2642,1a2~a3,f.k.k,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fak~ak,fak~ak,PV,dismantle;take_apart;loosen;dismount,pos:verb asp:p vox:a mod:i,,trans,,
2642,2643,ta1a2~3,f.k.k,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafak~ak,tafak~ak,PV,be_taken_apart;break_apart;be_disengaged,pos:verb asp:p vox:a mod:i,,intrans,,
2643,2644,{i1ota2a3,f.k.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotakar,{ifotakar,PV,ponder;reflect,pos:verb asp:p vox:a mod:i,,trans,,
2644,2645,1a2~a3,f.k.r,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fak~ar,fak~ar,PV,think;consider;ponder,pos:verb asp:p vox:a mod:i,,trans,,
2645,2646,ta1a2~3,f.k.r,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafak~ar,tafak~ar,PV,ponder;reflect,pos:verb asp:p vox:a mod:i,,trans,,
2646,2647,{ino1a2a3,f.l.E,c+nt.c+nt.c-nt,{ino1a2a3,{ino1a2a3,LEXICON,[STEM-PV],{inofalaE,{inofalaE,PV,be_split;be_cleft;be_chapped,pos:verb asp:p vox:a mod:i,,intrans,,
2647,2648,1a2~a3,f.l.E,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fal~aE,fal~aE,PV,split;cleave,pos:verb asp:p vox:a mod:i,,trans,,
2648,2649,1a2a3,f.l.E,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],falaE-a,falaE,PV,split;cleave,pos:verb asp:p vox:a mod:i,,trans,,
2649,2650,ta1a2~3,f.l.E,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafal~aE,tafal~aE,PV,be_split;be_cleft;be_chapped,pos:verb asp:p vox:a mod:i,,intrans,,
2650,2651,1a2o3a4,f.l.f.l,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],falofal,falofal,PV,pepper,pos:verb asp:p vox:a mod:i,,trans,,
2651,2652,{isota1o2a3,f.l.H,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotafolaH,{isotafolaH,PV,prosper;thrive,pos:verb asp:p vox:a mod:i,,trans,,
2652,2653,>a1o2a3,f.l.H,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>afolaH,>afolaH,PV,succeed;prosper;thrive,pos:verb asp:p vox:a mod:i,,trans,,
2653,2654,1a2a3,f.l.H,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],falaH-a,falaH,PV,cultivate,pos:verb asp:p vox:a mod:i,,trans,,
2654,2655,{ino1a2a3,f.l.j,c+nt.c+nt.c-nt,{ino1a2a3,{ino1a2a3,LEXICON,[STEM-PV],{inofalaj,{inofalaj,PV,be_semi-paralyzed;be_hemiplegic,pos:verb asp:p vox:a mod:i,,intrans,,
2655,2656,1a2~a3,f.l.j,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fal~aj,fal~aj,PV,split;cleave,pos:verb asp:p vox:a mod:i,,trans,,
2656,2657,1a2a3,f.l.j,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],falaj-i,falaj,PV,be_semi-paralyzed;be_hemiplegic,pos:verb asp:p vox:a mod:i,,intrans,,
2657,2658,1a2a3,f.l.j,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],falaj-u,falaj,PV,split;cleave,pos:verb asp:p vox:a mod:i,,trans,,
2658,2659,ta1a2~3,f.l.j,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafal~aj,tafal~aj,PV,open_up,pos:verb asp:p vox:a mod:i,,trans,,
2659,2660,1a2o3a4,f.l.k.n,c+nt.c+nt.c+nt.n,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],falokan,falokan,PV,vulcanize,pos:verb asp:p vox:a mod:i,,#n trans,,
2660,2661,ta1a2o3a4,f.l.k.n,c+nt.c+nt.c+nt.n,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],tafalokan,tafalokan,PV,be_vulcanized,pos:verb asp:p vox:a mod:i,,#n intrans,,
2661,2662,1a2a3,f.l.l,c+nt.c+nt.2,1a2~-u,1a2~,LEXICON,[STEM-PV],fal~-u,fal~,PV,dent;notch;break;escape,pos:verb asp:p vox:a mod:i,v-suff,gem trans,,
2662,2663,1a2a3,f.l.l,c+nt.c+nt.2,1a2~-u,1a2a3,LEXICON,[STEM-PV],fal~-u,falal,PV,dent;notch;break;escape,pos:verb asp:p vox:a mod:i,c-suff,gem trans,,
2663,2664,1a2~a3,f.l.l,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fal~al,fal~al,PV,dent;notch;nick,pos:verb asp:p vox:a mod:i,,trans,,
2664,2665,{ino1a2a3,f.l.q,c+nt.c+nt.c-nt,{ino1a2a3,{ino1a2a3,LEXICON,[STEM-PV],{inofalaq,{inofalaq,PV,be_split;be_cracked,pos:verb asp:p vox:a mod:i,,intrans,,
2665,2666,1a2~a3,f.l.q,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fal~aq,fal~aq,PV,crack;split,pos:verb asp:p vox:a mod:i,,trans,,
2666,2667,1a2a3,f.l.q,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],falaq-i,falaq,PV,crack;split,pos:verb asp:p vox:a mod:i,,trans,,
2667,2668,ta1a2~3,f.l.q,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafal~aq,tafal~aq,PV,be_split;be_cracked,pos:verb asp:p vox:a mod:i,,intrans,,
2668,2669,>a1o2a3,f.l.s,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>afolas,>afolas,PV,be_bankrupt,pos:verb asp:p vox:a mod:i,,intrans,,
2669,2670,1a2~a3,f.l.s,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fal~as,fal~as,PV,declare_bankrupt;ruin_financially,pos:verb asp:p vox:a mod:i,,trans,,
2670,2671,ta1a2~3,f.l.s,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafal~as,tafal~as,PV,exfoliate,pos:verb asp:p vox:a mod:i,,trans,,
2671,2672,1a2o3a4,f.l.s.f,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],falosaf,falosaf,PV,philosophize,pos:verb asp:p vox:a mod:i,,trans,,
2672,2673,ta1a2o3a4,f.l.s.f,c+nt.c+nt.c+nt.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],tafalosaf,tafalosaf,PV,philosophize,pos:verb asp:p vox:a mod:i,,trans,,
2673,2674,{ino1a2a3,f.l.t,c+nt.c+nt.t,{ino1a2a3,{ino1a2a3,LEXICON,[STEM-PV],{inofalat,{inofalat,PV,escape;evade,pos:verb asp:p vox:a mod:i,,#t trans,,
2674,2675,>a1o2a3,f.l.t,c+nt.c+nt.t,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>afolat,>afolat,PV,escape;release,pos:verb asp:p vox:a mod:i,,#t trans,,
2675,2676,1a2a3,f.l.t,c+nt.c+nt.t,1a2a3-i,1a2a3,LEXICON,[STEM-PV],falat-i,falat,PV,escape,pos:verb asp:p vox:a mod:i,,#t trans,,
2676,2677,ta1a2~3,f.l.t,c+nt.c+nt.t,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafal~at,tafal~at,PV,escape,pos:verb asp:p vox:a mod:i,,#t trans,,
2677,2678,1a2o3a4,f.l.T.H,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],faloTaH,faloTaH,PV,broaden;flatten,pos:verb asp:p vox:a mod:i,,trans,,
2678,2679,ta1a2o3a4,f.l.w.r,c+nt.c+nt.w.c-nt,ta1a2o3a4,ta1a2o3a4,LEXICON,[STEM-PV],tafalowar,tafalowar,PV,fluoresce,pos:verb asp:p vox:a mod:i,,trans,,
2679,2680,1a2~a3,f.l.y,c+nt.c+nt.y,1a2~aY,1a2~,LEXICON,[STEM-PV],fal~aY,fal~,PV,scrutinize;peruse;delouse,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
2680,2681,1a2a3,f.l.y,c+nt.c+nt.y,1a2aY-i,1a2,LEXICON,[STEM-PV],falaY-i,fal,PV,peruse;examine;delouse,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
2681,2682,ta1a2~3,f.l.y,c+nt.c+nt.y,ta1a2~aY,ta1a2~,LEXICON,[STEM-PV],tafal~aY,tafal~,PV,mock,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
2682,2683,>a1o2a3,f.n.d,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>afonad,>afonad,PV,deny;disprove;refute,pos:verb asp:p vox:a mod:i,,trans,,
2683,2684,1a2~a3,f.n.d,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fan~ad,fan~ad,PV,deny;disprove;refute,pos:verb asp:p vox:a mod:i,,trans,,
2684,2685,1a2o3a4,f.n.j.r,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],fanojar,fanojar,PV,glare;stare,pos:verb asp:p vox:a mod:i,,trans,,
2685,2686,{i1ota2a3,f.n.n,c+nt.n.n,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{ifotan~,{ifotanan,PV,be_diversified;be_variegated,pos:verb asp:p vox:a mod:i,c-suff,#n gem intrans,,
2686,2687,{i1ota2a3,f.n.n,c+nt.n.n,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{ifotan~,{ifotan~,PV,be_diversified;be_variegated,pos:verb asp:p vox:a mod:i,v-suff,#n gem intrans,,
2687,2688,1a2~a3,f.n.n,c+nt.c+nt.n,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fan~an,fan~an,PV,diversify;variegate,pos:verb asp:p vox:a mod:i,,#n trans,,
2688,2689,ta1a2~3,f.n.n,c+nt.c+nt.n,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafan~an,tafan~an,PV,be_diversified;be_variegated,pos:verb asp:p vox:a mod:i,,#n intrans,,
2689,2690,ta1a2~3,f.n.q,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafan~aq,tafan~aq,PV,live_in_comfort,pos:verb asp:p vox:a mod:i,,trans,,
2690,2691,1a2~a3,f.n.T,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],fan~aT,fan~aT,PV,itemize;enumerate,pos:verb asp:p vox:a mod:i,,trans,,
2691,2692,1a2a3,f.n.x,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],fanax-a,fanax,PV,nullify;invalidate,pos:verb asp:p vox:a mod:i,,trans,,
2692,2693,>a1o2a3,f.n.y,c+nt.c+nt.y,>a1o2aY,>a1o2,LEXICON,[STEM-PV],>afonaY,>afon,PV,annihilate;destroy;exterminate,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
2693,2694,1a2a3,f.n.y,c+nt.c+nt.y,1a2i3-a,1a2,LEXICON,[STEM-PV],faniy-a,fan,PV,perish;disappear,pos:verb asp:p vox:a mod:i,,#-iy defective trans,,
2694,2695,ta1A2a3,f.n.y,c+nt.c+nt.y,ta1A2aY,ta1A2,LEXICON,[STEM-PV],tafAnaY,tafAn,PV,annihilate_one_another,pos:verb asp:p vox:a mod:i,,#-ay defective trans,,
2695,2696,{ino1a2a3,f.q.>,c+nt.c+nt.>,{ino1a2a3,{ino1a2,LEXICON,[STEM-PV],{inofaqa>,{inofaq,PV,be_gouged;be_pierced,pos:verb asp:p vox:a mod:i,,#-a> intrans,,
2696,2697,1a2a3,f.q.>,c+nt.c+nt.>,1a2a3-a,1a2,LEXICON,[STEM-PV],faqa>-a,faq,PV,gouge;pierce,pos:verb asp:p vox:a mod:i,,#-a> trans,,
2697,2698,ta1a2~3,f.q.>,c+nt.c+nt.>,ta1a2~a3,ta1a2~,LEXICON,[STEM-PV],tafaq~a>,tafaq~,PV,burst;explode,pos:verb asp:p vox:a mod:i,,#-a> intrans,,
2698,2699,1a2a3,f.q.$,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],faqa$-i,faqa$,PV,break;crush,pos:verb asp:p vox:a mod:i,,trans,,
2699,2700,{i1ota2a3,f.q.d,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaqad,{ifotaqad,PV,miss;feel_the_loss_of,pos:verb asp:p vox:a mod:i,,trans,,
2700,2701,{isota1o2a3,f.q.d,c+nt.c+nt.c-nt,{isota1o2a3,{isota1o2a3,LEXICON,[STEM-PV],{isotafoqad,{isotafoqad,PV,miss;feel_the_loss_of,pos:verb asp:p vox:a mod:i,,trans,,
2701,2702,>a1o2a3,f.q.d,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>afoqad,>afoqad,PV,dispossess;rob;make_lose,pos:verb asp:p vox:a mod:i,,trans,,
2702,2703,1a2a3,f.q.d,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],faqad-i,faqad,PV,lose;be_missing;lack,pos:verb asp:p vox:a mod:i,,trans,,
2703,2704,ta1a2~3,f.q.d,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafaq~ad,tafaq~ad,PV,investigate;examine;review;inspect,pos:verb asp:p vox:a mod:i,,trans,,
2704,2705,{ino1a2a3,f.q.E,c+nt.c+nt.c-nt,{ino1a2a3,{ino1a2a3,LEXICON,[STEM-PV],{inofaqaE,{inofaqaE,PV,crackle;tear,pos:verb asp:p vox:a mod:i,,trans,,
2705,2706,1a2~a3,f.q.E,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],faq~aE,faq~aE,PV,snap;crackle;pop,pos:verb asp:p vox:a mod:i,,trans,,
2706,2707,1a2a3,f.q.E,c+nt.c+nt.c-nt,1a2a3-a,1a2a3,LEXICON,[STEM-PV],faqaE-a,faqaE,PV,burst;explode,pos:verb asp:p vox:a mod:i,,trans,,
2707,2708,ta1a2~3,f.q.E,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafaq~aE,tafaq~aE,PV,snap;crackle;pop,pos:verb asp:p vox:a mod:i,,trans,,
2708,2709,>a1o2a3,f.q.h,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>afoqah,>afoqah,PV,teach,pos:verb asp:p vox:a mod:i,,trans,,
2709,2710,1a2~a3,f.q.h,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],faq~ah,faq~ah,PV,teach,pos:verb asp:p vox:a mod:i,,trans,,
2710,2711,1a2a3,f.q.h,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],faqih-a,faqih,PV,comprehend,pos:verb asp:p vox:a mod:i,,trans,,
2711,2712,1a2a3,f.q.h,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],faquh-u,faquh,PV,be_wise;be_versed_in_Islamic_jurisprudence,pos:verb asp:p vox:a mod:i,,intrans,,
2712,2713,ta1a2~3,f.q.h,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafaq~ah,tafaq~ah,PV,comprehend;study_fiqh_(Islamic_jurisprudence),pos:verb asp:p vox:a mod:i,,trans,,
2713,2714,1A2a3,f.q.m,c+nt.c+nt.c-nt,1A2a3,1A2a3,LEXICON,[STEM-PV],fAqam,fAqam,PV,aggravate,pos:verb asp:p vox:a mod:i,,trans,,
2714,2715,1a2a3,f.q.m,c+nt.c+nt.c-nt,1a2i3-a,1a2i3,LEXICON,[STEM-PV],faqim-a,faqim,PV,become_serious;become_critical,pos:verb asp:p vox:a mod:i,,intrans,,
2715,2716,1a2a3,f.q.m,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],faqum-u,faqum,PV,become_serious;become_critical,pos:verb asp:p vox:a mod:i,,intrans,,
2716,2717,ta1A2a3,f.q.m,c+nt.c+nt.c-nt,ta1A2a3,ta1A2a3,LEXICON,[STEM-PV],tafAqam,tafAqam,PV,become_serious;become_critical,pos:verb asp:p vox:a mod:i,,intrans,,
2717,2718,{i1ota2a3,f.q.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaqar,{ifotaqar,PV,be_in_need_of;lack,pos:verb asp:p vox:a mod:i,,intrans,,
2718,2719,>a1o2a3,f.q.r,c+nt.c+nt.c-nt,>a1o2a3,>a1o2a3,LEXICON,[STEM-PV],>afoqar,>afoqar,PV,impoverish,pos:verb asp:p vox:a mod:i,,ditrans,,
2719,2720,1a2a3,f.q.r,c+nt.c+nt.c-nt,1a2u3-u,1a2u3,LEXICON,[STEM-PV],faqur-u,faqur,PV,be_destitute,pos:verb asp:p vox:a mod:i,,intrans,,
2720,2721,{ino1a2a3,f.q.s,c+nt.c+nt.c-nt,{ino1a2a3,{ino1a2a3,LEXICON,[STEM-PV],{inofaqas,{inofaqas,PV,be_hatched;be_incubated,pos:verb asp:p vox:a mod:i,,intrans,,
2721,2722,{ino1a2a3,f.q.S,c+nt.c+nt.c-nt,{ino1a2a3,{ino1a2a3,LEXICON,[STEM-PV],{inofaqaS,{inofaqaS,PV,be_hatched;be_incubated,pos:verb asp:p vox:a mod:i,,intrans,,
2722,2723,1a2~a3,f.q.s,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],faq~as,faq~as,PV,hatch;incubate,pos:verb asp:p vox:a mod:i,,trans,,
2723,2724,1a2~a3,f.q.S,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],faq~aS,faq~aS,PV,hatch;incubate,pos:verb asp:p vox:a mod:i,,trans,,
2724,2725,1a2a3,f.q.s,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],faqas-i,faqas,PV,break_open;hatch,pos:verb asp:p vox:a mod:i,,trans,,
2725,2726,1a2a3,f.q.S,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],faqaS-i,faqaS,PV,break_open;hatch,pos:verb asp:p vox:a mod:i,,trans,,
2726,2727,ta1a2~3,f.q.s,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafaq~as,tafaq~as,PV,be_hatched;be_incubated,pos:verb asp:p vox:a mod:i,,intrans,,
2727,2728,ta1a2~3,f.q.S,c+nt.c+nt.c-nt,ta1a2~a3,ta1a2~a3,LEXICON,[STEM-PV],tafaq~aS,tafaq~aS,PV,be_hatched;be_incubated,pos:verb asp:p vox:a mod:i,,intrans,,
2728,2729,1a2~a3,f.q.T,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],faq~aT,faq~aT,PV,tally_up,pos:verb asp:p vox:a mod:i,,trans,,
2729,2730,1a2a3,f.q.T,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],faqaT-u,faqaT,PV,tally_up,pos:verb asp:p vox:a mod:i,,trans,,
2730,2731,{i1ota2a3,f.r.$,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotara$,{ifotara$,PV,spread_out;lie_down,pos:verb asp:p vox:a mod:i,,trans,,
2731,2732,1a2~a3,f.r.$,c+nt.c+nt.c-nt,1a2~a3,1a2~a3,LEXICON,[STEM-PV],far~a$,far~a$,PV,furnish,pos:verb asp:p vox:a mod:i,,trans,,
2732,2733,1a2a3,f.r.$,c+nt.c+nt.c-nt,1a2a3-i,1a2a3,LEXICON,[STEM-PV],fara$-i,fara$,PV,cover;pave,pos:verb asp:p vox:a mod:i,,trans,,
2733,2734,1a2a3,f.r.$,c+nt.c+nt.c-nt,1a2a3-u,1a2a3,LEXICON,[STEM-PV],fara$-u,fara$,PV,spread,pos:verb asp:p vox:a mod:i,,trans,,
2734,2735,1a2o3a4,f.r.$.H,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],faro$aH,faro$aH,PV,straddle;be_astride,pos:verb asp:p vox:a mod:i,,trans,,
2735,2736,1a2o3a4,f.r.$.x,c+nt.c+nt.c+nt.c-nt,1a2o3a4,1a2o3a4,LEXICON,[STEM-PV],faro$ax,faro$ax,PV,straddle;be_astride,pos:verb asp:p vox:a mod:i,,trans,,
